
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-25-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 1.2354, 64.29, 64.80
2, 0.6427, 75.37, 74.90
3, 0.5604, 79.94, 79.20
4, 0.5105, 82.34, 81.40
5, 0.4729, 84.80, 82.50
6, 0.4429, 85.83, 83.70
7, 0.4180, 87.03, 84.40
8, 0.3969, 88.34, 85.20
9, 0.3784, 89.31, 85.70
10, 0.3618, 89.83, 86.60
11, 0.3466, 90.06, 87.50
12, 0.3326, 90.74, 87.90
13, 0.3197, 91.03, 88.10
14, 0.3078, 91.49, 88.60
15, 0.2969, 92.00, 88.80
16, 0.2867, 92.17, 88.90
17, 0.2774, 92.74, 89.50
18, 0.2688, 93.03, 89.70
19, 0.2609, 93.71, 90.10
20, 0.2536, 93.83, 90.20
21, 0.2468, 94.06, 90.40
22, 0.2405, 94.11, 90.60
23, 0.2347, 94.46, 90.60
24, 0.2293, 94.63, 90.80
25, 0.2243, 94.69, 90.90
26, 0.2197, 94.86, 90.90
27, 0.2153, 94.86, 90.90
28, 0.2112, 94.91, 91.00
29, 0.2074, 95.03, 91.00
30, 0.2038, 95.14, 91.10
31, 0.2004, 95.26, 91.20
32, 0.1972, 95.31, 91.10
33, 0.1942, 95.37, 90.90
34, 0.1914, 95.20, 91.20
35, 0.1886, 95.14, 91.20
36, 0.1861, 95.20, 91.30
37, 0.1836, 95.26, 91.50
38, 0.1813, 95.31, 91.50
39, 0.1791, 95.43, 91.50
40, 0.1769, 95.49, 91.50
41, 0.1749, 95.60, 91.40
42, 0.1730, 95.54, 91.60
43, 0.1711, 95.54, 91.70
44, 0.1693, 95.54, 91.70
45, 0.1676, 95.60, 91.80
46, 0.1659, 95.60, 91.80
47, 0.1643, 95.60, 91.70
48, 0.1628, 95.54, 91.90
49, 0.1613, 95.54, 91.90
50, 0.1599, 95.54, 92.00
51, 0.1585, 95.66, 92.10
52, 0.1571, 95.66, 92.20
53, 0.1558, 95.66, 92.20
54, 0.1546, 95.66, 92.20
55, 0.1534, 95.77, 92.20
56, 0.1522, 95.83, 92.30
57, 0.1510, 95.83, 92.40
58, 0.1499, 95.83, 92.40
59, 0.1488, 95.83, 92.40
60, 0.1477, 95.89, 92.50
61, 0.1467, 95.89, 92.50
62, 0.1457, 95.89, 92.40
63, 0.1447, 95.94, 92.50
64, 0.1438, 95.94, 92.60
65, 0.1428, 96.00, 92.70
66, 0.1419, 96.06, 92.60
67, 0.1410, 96.11, 92.60
68, 0.1402, 96.11, 92.60
69, 0.1393, 96.17, 92.70
70, 0.1385, 96.23, 92.80
71, 0.1377, 96.29, 92.70
72, 0.1369, 96.34, 92.70
73, 0.1361, 96.34, 92.80
74, 0.1354, 96.34, 92.80
75, 0.1346, 96.46, 92.80
76, 0.1339, 96.46, 92.80
77, 0.1332, 96.57, 92.80
78, 0.1325, 96.57, 92.90
79, 0.1318, 96.63, 92.90
80, 0.1311, 96.69, 92.90
81, 0.1304, 96.74, 92.90
82, 0.1298, 96.80, 92.90
83, 0.1291, 96.80, 93.00
84, 0.1285, 96.80, 93.00
85, 0.1279, 96.80, 93.00
86, 0.1272, 96.80, 93.10
87, 0.1266, 96.80, 93.10
88, 0.1260, 96.80, 93.10
89, 0.1255, 96.80, 93.10
90, 0.1249, 96.86, 93.10
91, 0.1243, 96.86, 93.10
92, 0.1238, 96.86, 93.10
93, 0.1232, 96.91, 93.20
94, 0.1227, 96.86, 93.30
95, 0.1221, 96.91, 93.30
96, 0.1216, 96.91, 93.30
97, 0.1211, 96.91, 93.30
98, 0.1205, 96.97, 93.30
99, 0.1200, 96.97, 93.30
100, 0.1195, 96.97, 93.30

