
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-15-10
Learning rate: 0.05
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.8250, 71.09, 70.10
2, 0.5429, 81.26, 80.40
3, 0.4635, 86.17, 85.40
4, 0.4088, 87.94, 87.40
5, 0.3725, 89.49, 88.60
6, 0.3477, 90.46, 89.50
7, 0.3282, 91.14, 90.00
8, 0.3103, 92.06, 90.40
9, 0.2919, 92.06, 91.00
10, 0.2735, 92.29, 91.00
11, 0.2584, 92.63, 91.10
12, 0.2467, 92.57, 91.40
13, 0.2377, 92.91, 91.60
14, 0.2304, 93.03, 91.90
15, 0.2244, 93.49, 92.20
16, 0.2193, 93.60, 92.30
17, 0.2149, 93.71, 92.10
18, 0.2111, 93.71, 92.10
19, 0.2077, 93.89, 92.10
20, 0.2048, 93.94, 92.10
21, 0.2021, 94.06, 92.10
22, 0.1997, 94.17, 92.20
23, 0.1976, 94.23, 92.20
24, 0.1956, 94.29, 92.30
25, 0.1938, 94.46, 92.30
26, 0.1921, 94.51, 92.40
27, 0.1905, 94.57, 92.60
28, 0.1890, 94.63, 92.60
29, 0.1876, 94.74, 92.70
30, 0.1863, 94.86, 92.70
31, 0.1850, 94.86, 92.60
32, 0.1838, 94.97, 92.50
33, 0.1827, 95.03, 92.60
34, 0.1816, 95.09, 92.70
35, 0.1806, 95.14, 92.80
36, 0.1796, 95.26, 92.80
37, 0.1787, 95.26, 92.80
38, 0.1777, 95.20, 92.80
39, 0.1769, 95.31, 92.70
40, 0.1760, 95.37, 92.70
41, 0.1752, 95.37, 92.70
42, 0.1744, 95.37, 92.80
43, 0.1736, 95.49, 92.80
44, 0.1729, 95.60, 92.80
45, 0.1721, 95.60, 92.80
46, 0.1714, 95.60, 92.90
47, 0.1707, 95.60, 92.90
48, 0.1701, 95.60, 93.00
49, 0.1694, 95.60, 93.00
50, 0.1688, 95.60, 92.90
51, 0.1681, 95.54, 92.90
52, 0.1675, 95.49, 92.80
53, 0.1669, 95.54, 92.70
54, 0.1663, 95.54, 92.70
55, 0.1657, 95.60, 92.70
56, 0.1652, 95.66, 92.60
57, 0.1646, 95.66, 92.60
58, 0.1640, 95.66, 92.60
59, 0.1635, 95.77, 92.40
60, 0.1629, 95.77, 92.30
61, 0.1624, 95.77, 92.30
62, 0.1618, 95.83, 92.30
63, 0.1613, 95.83, 92.30
64, 0.1607, 95.89, 92.40
65, 0.1602, 95.83, 92.30
66, 0.1597, 95.89, 92.30
67, 0.1592, 95.89, 92.30
68, 0.1587, 95.89, 92.30
69, 0.1582, 95.89, 92.30
70, 0.1577, 95.89, 92.30
71, 0.1572, 95.89, 92.30
72, 0.1567, 95.94, 92.30
73, 0.1563, 95.94, 92.30
74, 0.1558, 95.94, 92.30
75, 0.1554, 95.94, 92.20
76, 0.1550, 95.94, 92.20
77, 0.1545, 95.94, 92.10
78, 0.1541, 95.94, 92.10
79, 0.1537, 96.00, 92.10
80, 0.1533, 95.94, 92.10
81, 0.1529, 95.94, 92.10
82, 0.1525, 95.94, 92.20
83, 0.1522, 96.06, 92.20
84, 0.1518, 96.06, 92.20
85, 0.1514, 96.06, 92.30
86, 0.1511, 96.11, 92.30
87, 0.1507, 96.11, 92.30
88, 0.1504, 96.11, 92.30
89, 0.1500, 96.11, 92.30
90, 0.1497, 96.11, 92.30
91, 0.1494, 96.11, 92.30
92, 0.1490, 96.11, 92.20
93, 0.1487, 96.11, 92.10
94, 0.1484, 96.11, 92.10
95, 0.1481, 96.11, 91.90
96, 0.1478, 96.06, 91.90
97, 0.1475, 96.06, 91.90
98, 0.1471, 96.06, 91.90
99, 0.1469, 96.06, 91.90
100, 0.1466, 96.06, 91.90

