
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-30-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 1.2812, 68.23, 63.60
2, 0.6566, 77.77, 72.90
3, 0.5725, 81.60, 77.70
4, 0.5219, 84.69, 80.50
5, 0.4843, 85.83, 82.80
6, 0.4546, 87.14, 85.00
7, 0.4305, 88.29, 86.50
8, 0.4106, 89.09, 87.30
9, 0.3936, 90.06, 87.80
10, 0.3788, 91.03, 88.80
11, 0.3657, 91.31, 89.00
12, 0.3540, 91.49, 89.00
13, 0.3434, 91.77, 89.40
14, 0.3337, 91.83, 89.60
15, 0.3248, 92.29, 89.70
16, 0.3165, 92.29, 89.60
17, 0.3088, 92.57, 89.80
18, 0.3015, 93.09, 90.00
19, 0.2946, 93.31, 90.60
20, 0.2881, 93.49, 90.70
21, 0.2818, 93.66, 90.90
22, 0.2757, 93.89, 91.00
23, 0.2698, 94.17, 90.90
24, 0.2642, 94.34, 91.00
25, 0.2588, 94.57, 91.00
26, 0.2536, 94.69, 91.00
27, 0.2486, 94.80, 90.90
28, 0.2439, 94.91, 90.90
29, 0.2395, 94.97, 91.30
30, 0.2352, 94.91, 91.50
31, 0.2312, 94.97, 91.60
32, 0.2274, 94.97, 91.60
33, 0.2237, 94.97, 92.10
34, 0.2203, 95.20, 92.10
35, 0.2170, 95.60, 92.10
36, 0.2138, 95.66, 92.10
37, 0.2108, 95.60, 92.20
38, 0.2079, 95.60, 92.30
39, 0.2051, 95.66, 92.30
40, 0.2024, 95.83, 92.40
41, 0.1999, 95.89, 92.50
42, 0.1975, 96.00, 92.60
43, 0.1951, 96.00, 92.60
44, 0.1929, 96.00, 92.70
45, 0.1908, 96.00, 92.60
46, 0.1887, 96.00, 92.70
47, 0.1867, 96.06, 92.90
48, 0.1848, 96.06, 93.00
49, 0.1830, 96.11, 93.00
50, 0.1813, 96.17, 93.00
51, 0.1796, 96.23, 93.00
52, 0.1780, 96.29, 93.10
53, 0.1764, 96.40, 93.10
54, 0.1749, 96.46, 93.10
55, 0.1734, 96.46, 93.20
56, 0.1720, 96.51, 93.30
57, 0.1707, 96.57, 93.20
58, 0.1693, 96.51, 93.20
59, 0.1681, 96.57, 93.20
60, 0.1668, 96.63, 93.20
61, 0.1656, 96.74, 93.20
62, 0.1644, 96.74, 93.20
63, 0.1633, 96.69, 93.30
64, 0.1622, 96.69, 93.40
65, 0.1611, 96.69, 93.40
66, 0.1600, 96.63, 93.40
67, 0.1590, 96.63, 93.40
68, 0.1580, 96.63, 93.50
69, 0.1570, 96.80, 93.50
70, 0.1561, 96.80, 93.50
71, 0.1551, 96.74, 93.50
72, 0.1542, 96.74, 93.50
73, 0.1533, 96.74, 93.50
74, 0.1524, 96.69, 93.40
75, 0.1516, 96.69, 93.40
76, 0.1507, 96.69, 93.40
77, 0.1499, 96.69, 93.50
78, 0.1491, 96.69, 93.50
79, 0.1483, 96.69, 93.50
80, 0.1476, 96.74, 93.50
81, 0.1468, 96.80, 93.50
82, 0.1461, 96.80, 93.50
83, 0.1454, 96.86, 93.50
84, 0.1446, 96.86, 93.50
85, 0.1439, 96.86, 93.50
86, 0.1433, 96.86, 93.50
87, 0.1426, 96.91, 93.50
88, 0.1419, 96.91, 93.50
89, 0.1413, 96.91, 93.50
90, 0.1407, 96.86, 93.50
91, 0.1401, 96.86, 93.50
92, 0.1394, 96.91, 93.50
93, 0.1388, 96.91, 93.50
94, 0.1383, 96.86, 93.60
95, 0.1377, 96.97, 93.60
96, 0.1371, 96.97, 93.60
97, 0.1365, 97.03, 93.60
98, 0.1360, 97.20, 93.70
99, 0.1354, 97.20, 93.80
100, 0.1349, 97.20, 93.80

