
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-20-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 1.0595, 48.57, 46.70
2, 0.6690, 61.43, 58.00
3, 0.6027, 68.46, 64.90
4, 0.5625, 72.57, 68.00
5, 0.5315, 74.69, 70.60
6, 0.5034, 77.49, 73.70
7, 0.4768, 80.46, 76.60
8, 0.4521, 83.09, 79.10
9, 0.4299, 84.46, 81.10
10, 0.4101, 86.06, 83.60
11, 0.3928, 86.86, 84.50
12, 0.3778, 88.17, 85.40
13, 0.3647, 89.03, 85.90
14, 0.3531, 89.43, 85.80
15, 0.3427, 90.00, 86.30
16, 0.3332, 90.63, 86.50
17, 0.3243, 90.91, 86.60
18, 0.3159, 90.97, 86.70
19, 0.3079, 91.20, 87.10
20, 0.3002, 91.31, 87.50
21, 0.2927, 91.49, 87.80
22, 0.2855, 91.94, 88.20
23, 0.2786, 92.34, 88.30
24, 0.2721, 92.74, 88.40
25, 0.2658, 92.91, 88.60
26, 0.2600, 92.91, 88.60
27, 0.2545, 93.14, 88.40
28, 0.2494, 93.20, 88.40
29, 0.2445, 93.37, 88.40
30, 0.2400, 93.43, 88.40
31, 0.2357, 93.43, 88.70
32, 0.2317, 93.49, 88.80
33, 0.2278, 93.60, 88.90
34, 0.2242, 93.71, 88.90
35, 0.2207, 93.83, 88.90
36, 0.2173, 93.89, 88.90
37, 0.2141, 93.83, 88.90
38, 0.2110, 93.77, 89.00
39, 0.2080, 94.00, 89.20
40, 0.2051, 94.29, 89.40
41, 0.2023, 94.23, 89.40
42, 0.1996, 94.23, 89.50
43, 0.1970, 94.23, 89.40
44, 0.1945, 94.23, 89.20
45, 0.1921, 94.23, 89.10
46, 0.1898, 94.17, 89.20
47, 0.1876, 94.17, 89.30
48, 0.1854, 94.29, 89.30
49, 0.1834, 94.34, 89.40
50, 0.1813, 94.57, 89.40
51, 0.1794, 94.74, 89.40
52, 0.1775, 94.74, 89.50
53, 0.1756, 94.80, 89.60
54, 0.1738, 94.86, 89.70
55, 0.1721, 94.91, 89.80
56, 0.1703, 94.97, 89.90
57, 0.1687, 95.03, 89.80
58, 0.1670, 95.09, 90.00
59, 0.1655, 95.09, 90.20
60, 0.1639, 95.14, 90.30
61, 0.1625, 95.14, 90.50
62, 0.1610, 95.14, 90.50
63, 0.1597, 95.20, 90.50
64, 0.1583, 95.26, 90.60
65, 0.1570, 95.31, 90.60
66, 0.1558, 95.49, 90.60
67, 0.1546, 95.54, 90.70
68, 0.1534, 95.54, 90.80
69, 0.1523, 95.60, 90.80
70, 0.1512, 95.60, 91.00
71, 0.1502, 95.60, 91.00
72, 0.1491, 95.66, 91.00
73, 0.1481, 95.66, 91.00
74, 0.1472, 95.66, 91.00
75, 0.1462, 95.71, 91.00
76, 0.1453, 95.83, 91.00
77, 0.1444, 95.89, 90.90
78, 0.1436, 96.00, 90.90
79, 0.1427, 96.06, 90.90
80, 0.1419, 96.06, 91.00
81, 0.1411, 96.06, 91.10
82, 0.1403, 96.06, 91.30
83, 0.1395, 96.17, 91.30
84, 0.1388, 96.17, 91.30
85, 0.1381, 96.17, 91.20
86, 0.1373, 96.17, 91.20
87, 0.1366, 96.17, 91.30
88, 0.1360, 96.23, 91.30
89, 0.1353, 96.29, 91.60
90, 0.1346, 96.29, 91.60
91, 0.1340, 96.34, 91.60
92, 0.1333, 96.34, 91.60
93, 0.1327, 96.46, 91.60
94, 0.1321, 96.46, 91.60
95, 0.1315, 96.46, 91.60
96, 0.1309, 96.46, 91.50
97, 0.1303, 96.46, 91.30
98, 0.1298, 96.46, 91.50
99, 0.1292, 96.46, 91.40
100, 0.1287, 96.40, 91.40

