
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-10-10
Learning rate: 0.1
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.9142, 29.89, 31.20
2, 0.8414, 42.17, 43.70
3, 0.7611, 57.09, 58.00
4, 0.6573, 66.06, 66.20
5, 0.5485, 71.14, 71.20
6, 0.4626, 77.83, 77.60
7, 0.3996, 83.26, 83.70
8, 0.3515, 86.63, 85.70
9, 0.3136, 88.29, 87.70
10, 0.2826, 89.60, 88.90
11, 0.2569, 90.51, 90.00
12, 0.2354, 91.26, 90.80
13, 0.2175, 92.00, 90.70
14, 0.2024, 92.46, 90.80
15, 0.1897, 92.69, 90.90
16, 0.1788, 93.09, 91.10
17, 0.1694, 93.54, 91.30
18, 0.1613, 93.54, 91.40
19, 0.1542, 93.77, 91.20
20, 0.1479, 93.89, 91.40
21, 0.1424, 94.06, 91.50
22, 0.1374, 94.11, 91.30
23, 0.1329, 94.17, 91.40
24, 0.1288, 94.46, 91.50
25, 0.1251, 94.57, 91.50
26, 0.1217, 94.80, 91.80
27, 0.1185, 95.09, 92.00
28, 0.1156, 95.43, 92.20
29, 0.1129, 95.66, 92.20
30, 0.1104, 95.66, 92.20
31, 0.1080, 95.60, 92.30
32, 0.1058, 95.66, 92.40
33, 0.1037, 95.77, 92.40
34, 0.1017, 95.83, 92.40
35, 0.0999, 95.83, 92.40
36, 0.0981, 95.94, 92.40
37, 0.0964, 95.94, 92.50
38, 0.0948, 95.94, 92.60
39, 0.0933, 96.11, 92.50
40, 0.0918, 96.29, 92.60
41, 0.0904, 96.29, 92.60
42, 0.0890, 96.40, 92.50
43, 0.0877, 96.57, 92.60
44, 0.0865, 96.57, 92.60
45, 0.0853, 96.63, 92.60
46, 0.0841, 96.63, 92.60
47, 0.0830, 96.69, 92.60
48, 0.0819, 96.69, 92.40
49, 0.0809, 96.69, 92.40
50, 0.0798, 96.80, 92.40
51, 0.0788, 96.80, 92.40
52, 0.0779, 96.80, 92.40
53, 0.0770, 96.86, 92.40
54, 0.0761, 96.91, 92.40
55, 0.0752, 96.91, 92.40
56, 0.0743, 96.91, 92.50
57, 0.0735, 96.91, 92.50
58, 0.0727, 97.03, 92.70
59, 0.0719, 97.14, 92.70
60, 0.0711, 97.14, 92.70
61, 0.0704, 97.14, 92.70
62, 0.0696, 97.14, 92.60
63, 0.0689, 97.26, 92.60
64, 0.0682, 97.31, 92.50
65, 0.0676, 97.31, 92.60
66, 0.0669, 97.31, 92.60
67, 0.0662, 97.31, 92.60
68, 0.0656, 97.37, 92.60
69, 0.0650, 97.37, 92.60
70, 0.0644, 97.37, 92.60
71, 0.0638, 97.49, 92.50
72, 0.0632, 97.54, 92.50
73, 0.0626, 97.54, 92.40
74, 0.0620, 97.60, 92.40
75, 0.0615, 97.60, 92.30
76, 0.0609, 97.66, 92.30
77, 0.0604, 97.60, 92.30
78, 0.0599, 97.71, 92.30
79, 0.0593, 97.77, 92.30
80, 0.0588, 97.83, 92.40
81, 0.0583, 97.83, 92.40
82, 0.0578, 97.83, 92.40
83, 0.0573, 97.89, 92.40
84, 0.0568, 97.89, 92.40
85, 0.0564, 97.89, 92.30
86, 0.0559, 97.89, 92.30
87, 0.0554, 97.89, 92.30
88, 0.0550, 97.89, 92.20
89, 0.0545, 97.89, 92.20
90, 0.0541, 97.89, 92.20
91, 0.0537, 97.94, 92.20
92, 0.0532, 97.94, 92.10
93, 0.0528, 97.94, 92.20
94, 0.0524, 97.94, 92.20
95, 0.0520, 97.94, 92.20
96, 0.0516, 98.00, 92.20
97, 0.0512, 98.00, 92.20
98, 0.0508, 98.00, 92.20
99, 0.0504, 98.00, 92.20
100, 0.0500, 98.00, 92.30

