
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-10-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.9684, 53.66, 50.30
2, 0.6932, 63.20, 59.20
3, 0.6199, 70.00, 66.40
4, 0.5680, 72.29, 70.30
5, 0.5260, 74.69, 72.00
6, 0.4844, 77.37, 74.10
7, 0.4455, 80.34, 76.50
8, 0.4137, 82.51, 79.50
9, 0.3888, 83.14, 80.90
10, 0.3685, 83.66, 80.90
11, 0.3509, 84.17, 80.90
12, 0.3347, 84.80, 81.50
13, 0.3189, 86.11, 83.00
14, 0.3024, 87.94, 84.40
15, 0.2855, 89.26, 85.60
16, 0.2700, 90.17, 86.50
17, 0.2571, 90.74, 87.00
18, 0.2463, 91.26, 87.90
19, 0.2373, 91.60, 88.10
20, 0.2295, 92.00, 88.60
21, 0.2227, 92.46, 88.90
22, 0.2168, 92.63, 89.30
23, 0.2116, 93.03, 89.70
24, 0.2070, 93.20, 89.80
25, 0.2029, 93.26, 89.80
26, 0.1992, 93.43, 90.00
27, 0.1959, 93.49, 90.30
28, 0.1929, 93.60, 90.30
29, 0.1902, 93.66, 90.20
30, 0.1876, 93.77, 90.40
31, 0.1852, 93.77, 90.60
32, 0.1830, 93.89, 90.60
33, 0.1809, 93.83, 90.60
34, 0.1789, 94.11, 90.80
35, 0.1770, 94.23, 90.90
36, 0.1751, 94.34, 91.10
37, 0.1734, 94.51, 91.10
38, 0.1717, 94.63, 91.10
39, 0.1700, 94.57, 91.30
40, 0.1685, 94.69, 91.20
41, 0.1670, 94.80, 91.20
42, 0.1656, 94.80, 91.30
43, 0.1642, 94.86, 91.20
44, 0.1629, 94.86, 91.40
45, 0.1617, 94.97, 91.60
46, 0.1605, 95.03, 91.70
47, 0.1594, 95.09, 91.70
48, 0.1583, 95.14, 91.80
49, 0.1573, 95.14, 91.80
50, 0.1563, 95.14, 91.80
51, 0.1554, 95.14, 91.80
52, 0.1544, 95.14, 91.80
53, 0.1536, 95.14, 91.80
54, 0.1527, 95.26, 91.80
55, 0.1519, 95.31, 91.80
56, 0.1511, 95.37, 91.80
57, 0.1503, 95.31, 91.80
58, 0.1496, 95.31, 91.80
59, 0.1488, 95.31, 91.80
60, 0.1481, 95.31, 91.80
61, 0.1475, 95.31, 91.90
62, 0.1468, 95.31, 91.90
63, 0.1462, 95.31, 91.90
64, 0.1455, 95.37, 92.00
65, 0.1449, 95.37, 92.00
66, 0.1443, 95.37, 92.00
67, 0.1437, 95.37, 92.00
68, 0.1432, 95.43, 92.00
69, 0.1426, 95.43, 92.00
70, 0.1421, 95.43, 92.00
71, 0.1415, 95.43, 92.00
72, 0.1410, 95.49, 92.00
73, 0.1405, 95.49, 92.00
74, 0.1400, 95.54, 92.00
75, 0.1395, 95.60, 92.00
76, 0.1390, 95.60, 92.10
77, 0.1386, 95.60, 92.10
78, 0.1381, 95.66, 92.20
79, 0.1377, 95.71, 92.10
80, 0.1372, 95.71, 92.10
81, 0.1368, 95.71, 92.10
82, 0.1364, 95.66, 92.00
83, 0.1360, 95.71, 92.00
84, 0.1356, 95.71, 92.00
85, 0.1352, 95.71, 92.00
86, 0.1348, 95.71, 92.00
87, 0.1344, 95.71, 92.00
88, 0.1340, 95.77, 92.00
89, 0.1336, 95.83, 92.00
90, 0.1333, 95.83, 92.00
91, 0.1329, 95.83, 92.00
92, 0.1325, 95.83, 92.00
93, 0.1322, 95.83, 92.00
94, 0.1319, 95.89, 92.00
95, 0.1315, 95.83, 92.00
96, 0.1312, 95.83, 92.00
97, 0.1309, 95.83, 92.00
98, 0.1305, 95.83, 92.00
99, 0.1302, 95.83, 91.90
100, 0.1299, 95.83, 92.00

