
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-10-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 1.0988, 16.40, 14.50
2, 0.8972, 19.89, 17.00
3, 0.8909, 22.97, 20.10
4, 0.8872, 25.09, 22.90
5, 0.8835, 28.11, 25.30
6, 0.8794, 30.97, 28.60
7, 0.8748, 34.06, 31.80
8, 0.8696, 36.40, 33.70
9, 0.8638, 38.40, 35.40
10, 0.8572, 39.89, 37.20
11, 0.8499, 41.60, 38.10
12, 0.8417, 42.80, 39.50
13, 0.8326, 44.00, 40.90
14, 0.8227, 45.31, 42.30
15, 0.8120, 46.57, 43.10
16, 0.8006, 48.91, 44.70
17, 0.7886, 50.86, 47.80
18, 0.7761, 52.91, 49.30
19, 0.7630, 55.60, 51.90
20, 0.7496, 57.54, 54.30
21, 0.7358, 59.54, 56.70
22, 0.7217, 61.49, 59.30
23, 0.7075, 63.14, 61.10
24, 0.6930, 64.97, 63.10
25, 0.6784, 66.91, 64.20
26, 0.6638, 68.17, 66.20
27, 0.6491, 69.43, 67.20
28, 0.6345, 70.29, 68.60
29, 0.6200, 71.26, 69.10
30, 0.6057, 71.94, 70.00
31, 0.5916, 72.91, 71.00
32, 0.5778, 73.31, 71.80
33, 0.5644, 74.00, 72.30
34, 0.5514, 74.51, 73.30
35, 0.5388, 75.14, 73.50
36, 0.5268, 75.60, 74.00
37, 0.5154, 76.11, 74.70
38, 0.5044, 76.74, 75.10
39, 0.4940, 77.20, 75.80
40, 0.4841, 77.83, 76.20
41, 0.4748, 78.06, 76.60
42, 0.4659, 78.57, 76.90
43, 0.4574, 78.97, 77.40
44, 0.4494, 79.43, 77.70
45, 0.4418, 79.77, 78.00
46, 0.4346, 80.40, 78.40
47, 0.4277, 80.46, 78.60
48, 0.4211, 80.86, 79.20
49, 0.4148, 81.09, 79.60
50, 0.4088, 81.37, 79.80
51, 0.4030, 81.49, 79.80
52, 0.3975, 81.60, 80.10
53, 0.3921, 81.77, 80.50
54, 0.3869, 82.06, 81.00
55, 0.3819, 82.46, 81.10
56, 0.3771, 82.57, 81.30
57, 0.3724, 82.86, 81.60
58, 0.3678, 83.09, 81.90
59, 0.3634, 83.37, 82.10
60, 0.3591, 83.83, 82.30
61, 0.3548, 84.00, 82.80
62, 0.3507, 84.57, 82.90
63, 0.3466, 84.86, 83.20
64, 0.3427, 85.09, 83.60
65, 0.3388, 85.20, 84.00
66, 0.3349, 85.49, 84.40
67, 0.3312, 85.77, 84.60
68, 0.3275, 86.29, 84.60
69, 0.3238, 86.57, 85.00
70, 0.3202, 86.69, 85.70
71, 0.3167, 86.86, 86.10
72, 0.3132, 86.97, 86.40
73, 0.3098, 87.14, 86.70
74, 0.3064, 87.14, 87.10
75, 0.3030, 87.31, 87.30
76, 0.2997, 87.43, 87.30
77, 0.2965, 87.71, 87.60
78, 0.2933, 87.71, 87.70
79, 0.2901, 88.00, 87.60
80, 0.2870, 88.23, 88.10
81, 0.2840, 88.29, 88.00
82, 0.2810, 88.34, 87.90
83, 0.2780, 88.46, 88.10
84, 0.2751, 88.69, 88.20
85, 0.2722, 89.03, 88.30
86, 0.2694, 89.37, 88.40
87, 0.2666, 89.71, 88.50
88, 0.2639, 89.94, 88.40
89, 0.2612, 90.06, 88.50
90, 0.2586, 90.17, 88.60
91, 0.2560, 90.23, 88.50
92, 0.2535, 90.29, 88.60
93, 0.2510, 90.57, 88.70
94, 0.2486, 90.69, 88.60
95, 0.2462, 90.74, 88.80
96, 0.2439, 90.80, 88.70
97, 0.2416, 90.80, 88.80
98, 0.2394, 91.03, 88.90
99, 0.2372, 91.26, 89.10
100, 0.2350, 91.31, 89.10

