
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-5-10
Learning rate: 1.0
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.7674, 63.94, 60.60
2, 0.4322, 80.63, 77.50
3, 0.3240, 85.20, 83.40
4, 0.2727, 87.94, 86.10
5, 0.2405, 88.46, 86.20
6, 0.2219, 89.66, 87.10
7, 0.2060, 89.37, 87.10
8, 0.1961, 89.89, 86.10
9, 0.1920, 90.34, 87.40
10, 0.1819, 90.74, 87.20
11, 0.1836, 90.34, 86.70
12, 0.1842, 90.69, 86.80
13, 0.1805, 89.60, 86.20
14, 0.1659, 89.20, 85.90
15, 0.1640, 89.71, 86.50
16, 0.1715, 89.43, 86.50
17, 0.1647, 89.26, 85.70
18, 0.1635, 91.09, 87.30
19, 0.1624, 89.49, 85.50
20, 0.1558, 90.91, 86.60
21, 0.1612, 90.00, 86.70
22, 0.1538, 90.40, 87.20
23, 0.1543, 90.00, 86.10
24, 0.1446, 90.91, 87.20
25, 0.1463, 89.94, 86.00
26, 0.1483, 90.74, 86.90
27, 0.1541, 90.46, 86.40
28, 0.1382, 90.86, 86.90
29, 0.1394, 91.71, 87.40
30, 0.1433, 91.71, 87.40
31, 0.1378, 91.54, 86.50
32, 0.1418, 91.60, 87.50
33, 0.1407, 91.09, 86.20
34, 0.1389, 91.26, 86.30
35, 0.1350, 91.26, 86.70
36, 0.1411, 91.71, 87.30
37, 0.1370, 91.54, 86.90
38, 0.1409, 91.03, 86.80
39, 0.1353, 90.46, 86.80
40, 0.1288, 91.43, 86.80
41, 0.1332, 92.23, 86.70
42, 0.1376, 92.46, 87.40
43, 0.1282, 91.31, 86.70
44, 0.1335, 91.77, 86.30
45, 0.1287, 91.83, 87.10
46, 0.1240, 91.94, 86.50
47, 0.1248, 91.83, 86.40
48, 0.1244, 91.49, 86.20
49, 0.1274, 90.63, 86.40
50, 0.1220, 91.66, 86.60
51, 0.1285, 91.66, 87.30
52, 0.1244, 91.60, 86.70
53, 0.1254, 90.97, 86.00
54, 0.1268, 91.54, 86.20
55, 0.1235, 91.54, 85.90
56, 0.1221, 92.23, 87.10
57, 0.1175, 91.77, 86.40
58, 0.1150, 91.43, 85.70
59, 0.1217, 91.71, 87.00
60, 0.1202, 92.00, 86.80
61, 0.1209, 91.77, 86.40
62, 0.1173, 91.03, 85.80
63, 0.1233, 92.51, 86.90
64, 0.1172, 91.09, 86.30
65, 0.1174, 92.00, 86.60
66, 0.1210, 92.40, 86.60
67, 0.1169, 92.11, 86.90
68, 0.1160, 91.43, 86.40
69, 0.1144, 91.71, 86.60
70, 0.1128, 92.23, 86.90
71, 0.1073, 92.34, 86.40
72, 0.1176, 91.66, 86.30
73, 0.1121, 92.17, 86.90
74, 0.1122, 92.17, 86.70
75, 0.1115, 91.37, 86.10
76, 0.1154, 92.69, 86.60
77, 0.1162, 92.34, 86.60
78, 0.1147, 92.06, 86.20
79, 0.1200, 91.89, 85.80
80, 0.1182, 92.34, 86.00
81, 0.1160, 92.86, 86.50
82, 0.1107, 92.51, 85.50
83, 0.1165, 92.34, 86.60
84, 0.1135, 92.40, 87.00
85, 0.1129, 92.46, 86.70
86, 0.1076, 92.34, 86.10
87, 0.1020, 92.40, 86.40
88, 0.1081, 91.60, 86.00
89, 0.1136, 92.23, 86.00
90, 0.1120, 92.63, 85.90
91, 0.1098, 92.51, 86.30
92, 0.1062, 91.94, 85.60
93, 0.1094, 92.57, 85.80
94, 0.1058, 92.17, 85.80
95, 0.1084, 91.83, 85.20
96, 0.1093, 92.51, 85.50
97, 0.1125, 92.57, 85.30
98, 0.1119, 92.46, 86.70
99, 0.1100, 92.69, 86.90
100, 0.1101, 92.34, 86.10

