
Network Parameters:
Training data: ./train.csv (1750 examples)
Testing data: ./test.csv (1000 examples)
Network structure: 64-25-10
Learning rate: 0.1
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.9032, 64.06, 61.40
2, 0.5647, 72.69, 68.30
3, 0.5054, 75.37, 70.40
4, 0.4759, 77.26, 72.00
5, 0.4538, 79.09, 74.40
6, 0.4236, 80.34, 76.30
7, 0.3949, 81.83, 78.20
8, 0.3747, 82.51, 78.80
9, 0.3604, 82.57, 78.70
10, 0.3499, 82.69, 78.90
11, 0.3419, 82.63, 79.00
12, 0.3355, 82.80, 78.70
13, 0.3303, 82.74, 78.70
14, 0.3260, 82.86, 78.40
15, 0.3223, 82.86, 78.30
16, 0.3191, 82.86, 78.40
17, 0.3162, 83.14, 78.30
18, 0.3136, 83.49, 78.40
19, 0.3113, 83.54, 78.40
20, 0.3091, 83.83, 78.50
21, 0.3072, 83.94, 78.40
22, 0.3054, 84.34, 78.30
23, 0.3038, 84.46, 78.40
24, 0.3023, 84.57, 78.60
25, 0.3009, 84.63, 78.50
26, 0.2996, 84.57, 78.70
27, 0.2984, 84.86, 79.00
28, 0.2972, 85.03, 78.90
29, 0.2961, 85.03, 79.10
30, 0.2949, 85.20, 79.10
31, 0.2937, 85.37, 78.80
32, 0.2924, 85.49, 79.20
33, 0.2909, 85.60, 79.40
34, 0.2894, 85.60, 79.30
35, 0.2879, 85.83, 79.30
36, 0.2865, 85.83, 79.20
37, 0.2851, 85.77, 79.40
38, 0.2839, 85.83, 79.70
39, 0.2828, 85.94, 80.00
40, 0.2818, 85.94, 80.00
41, 0.2808, 86.17, 80.40
42, 0.2799, 86.23, 80.80
43, 0.2791, 86.29, 81.00
44, 0.2783, 86.34, 81.00
45, 0.2775, 86.40, 81.10
46, 0.2767, 86.51, 81.10
47, 0.2760, 86.57, 81.10
48, 0.2754, 86.69, 81.10
49, 0.2747, 86.69, 81.10
50, 0.2741, 86.69, 81.20
51, 0.2736, 86.80, 81.20
52, 0.2730, 86.86, 81.10
53, 0.2725, 86.91, 81.20
54, 0.2719, 86.91, 81.30
55, 0.2714, 86.86, 81.40
56, 0.2710, 86.86, 81.40
57, 0.2705, 86.91, 81.30
58, 0.2701, 87.03, 81.30
59, 0.2696, 87.03, 81.50
60, 0.2692, 86.97, 81.50
61, 0.2689, 87.03, 81.60
62, 0.2685, 86.97, 81.70
63, 0.2681, 86.91, 81.60
64, 0.2678, 87.03, 81.50
65, 0.2675, 87.20, 81.40
66, 0.2671, 87.20, 81.30
67, 0.2668, 87.20, 81.30
68, 0.2665, 87.26, 81.50
69, 0.2661, 87.31, 81.20
70, 0.2656, 86.97, 81.10
71, 0.2648, 86.91, 81.10
72, 0.2638, 86.63, 81.00
73, 0.2625, 86.46, 80.90
74, 0.2610, 86.29, 80.70
75, 0.2592, 86.40, 80.80
76, 0.2574, 86.34, 80.90
77, 0.2560, 86.40, 81.00
78, 0.2547, 86.40, 81.10
79, 0.2536, 86.29, 81.30
80, 0.2525, 86.29, 81.30
81, 0.2516, 86.46, 81.30
82, 0.2507, 86.57, 81.40
83, 0.2499, 86.57, 81.50
84, 0.2492, 86.74, 81.50
85, 0.2485, 86.86, 81.70
86, 0.2478, 87.03, 81.80
87, 0.2472, 87.20, 81.90
88, 0.2466, 87.31, 82.10
89, 0.2461, 87.31, 82.00
90, 0.2455, 87.43, 81.80
91, 0.2450, 87.37, 82.10
92, 0.2445, 87.49, 82.10
93, 0.2439, 87.49, 82.10
94, 0.2434, 87.49, 82.20
95, 0.2429, 87.54, 82.30
96, 0.2425, 87.60, 82.20
97, 0.2420, 87.60, 82.10
98, 0.2415, 87.54, 82.10
99, 0.2411, 87.43, 82.00
100, 0.2406, 87.31, 82.10

