
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-25-10
Learning rate: 0.05
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.7586, 75.69, 76.28
2, 0.4389, 86.96, 86.98
3, 0.2949, 90.09, 89.83
4, 0.2311, 91.53, 90.90
5, 0.1974, 92.27, 91.65
6, 0.1759, 92.79, 92.03
7, 0.1606, 93.17, 92.35
8, 0.1490, 93.60, 92.83
9, 0.1398, 93.87, 93.00
10, 0.1322, 94.14, 93.17
11, 0.1258, 94.37, 93.35
12, 0.1203, 94.54, 93.62
13, 0.1155, 94.67, 93.77
14, 0.1112, 94.81, 93.97
15, 0.1074, 94.97, 94.12
16, 0.1040, 95.16, 94.23
17, 0.1009, 95.36, 94.33
18, 0.0981, 95.47, 94.35
19, 0.0956, 95.69, 94.40
20, 0.0932, 95.83, 94.53
21, 0.0910, 95.86, 94.67
22, 0.0890, 95.89, 94.70
23, 0.0871, 96.04, 94.88
24, 0.0854, 96.09, 95.00
25, 0.0837, 96.14, 95.08
26, 0.0822, 96.17, 95.05
27, 0.0807, 96.21, 95.12
28, 0.0794, 96.24, 95.15
29, 0.0780, 96.31, 95.15
30, 0.0768, 96.34, 95.10
31, 0.0756, 96.41, 95.12
32, 0.0745, 96.46, 95.12
33, 0.0734, 96.50, 95.23
34, 0.0724, 96.53, 95.20
35, 0.0714, 96.64, 95.23
36, 0.0704, 96.70, 95.28
37, 0.0695, 96.79, 95.38
38, 0.0686, 96.86, 95.38
39, 0.0677, 96.87, 95.40
40, 0.0669, 96.93, 95.55
41, 0.0661, 96.97, 95.55
42, 0.0653, 97.01, 95.62
43, 0.0645, 97.04, 95.62
44, 0.0638, 97.06, 95.67
45, 0.0631, 97.07, 95.78
46, 0.0624, 97.09, 95.83
47, 0.0617, 97.07, 95.88
48, 0.0610, 97.10, 95.90
49, 0.0604, 97.13, 95.93
50, 0.0597, 97.13, 95.93
51, 0.0591, 97.17, 95.97
52, 0.0585, 97.24, 95.95
53, 0.0579, 97.29, 95.97
54, 0.0574, 97.31, 96.00
55, 0.0568, 97.33, 96.00
56, 0.0562, 97.33, 96.05
57, 0.0557, 97.33, 96.03
58, 0.0552, 97.34, 96.03
59, 0.0547, 97.34, 96.03
60, 0.0542, 97.37, 96.05
61, 0.0537, 97.43, 96.05
62, 0.0532, 97.47, 96.12
63, 0.0528, 97.49, 96.15
64, 0.0523, 97.51, 96.12
65, 0.0518, 97.56, 96.10
66, 0.0514, 97.59, 96.15
67, 0.0510, 97.61, 96.17
68, 0.0506, 97.63, 96.17
69, 0.0501, 97.63, 96.17
70, 0.0497, 97.66, 96.17
71, 0.0493, 97.67, 96.17
72, 0.0489, 97.67, 96.15
73, 0.0486, 97.70, 96.15
74, 0.0482, 97.71, 96.15
75, 0.0478, 97.74, 96.17
76, 0.0474, 97.77, 96.17
77, 0.0471, 97.79, 96.17
78, 0.0467, 97.83, 96.17
79, 0.0464, 97.84, 96.17
80, 0.0460, 97.87, 96.17
81, 0.0457, 97.89, 96.23
82, 0.0454, 97.90, 96.28
83, 0.0450, 97.91, 96.23
84, 0.0447, 97.94, 96.20
85, 0.0444, 97.96, 96.25
86, 0.0441, 97.96, 96.25
87, 0.0438, 97.96, 96.25
88, 0.0435, 98.00, 96.28
89, 0.0432, 98.00, 96.28
90, 0.0429, 98.06, 96.23
91, 0.0426, 98.07, 96.23
92, 0.0423, 98.07, 96.25
93, 0.0421, 98.09, 96.28
94, 0.0418, 98.10, 96.28
95, 0.0415, 98.10, 96.30
96, 0.0413, 98.10, 96.30
97, 0.0410, 98.10, 96.28
98, 0.0407, 98.13, 96.25
99, 0.0405, 98.13, 96.23
100, 0.0402, 98.13, 96.23

