
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-30-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.7512, 80.20, 80.00
2, 0.4803, 84.33, 83.80
3, 0.4115, 86.53, 86.12
4, 0.3585, 88.60, 87.78
5, 0.3174, 90.09, 89.12
6, 0.2878, 91.13, 90.15
7, 0.2662, 91.86, 90.75
8, 0.2497, 92.37, 91.20
9, 0.2367, 92.73, 91.85
10, 0.2261, 93.09, 92.25
11, 0.2173, 93.33, 92.53
12, 0.2098, 93.57, 92.73
13, 0.2034, 93.79, 92.92
14, 0.1978, 93.94, 93.10
15, 0.1928, 94.10, 93.17
16, 0.1884, 94.20, 93.25
17, 0.1844, 94.33, 93.35
18, 0.1807, 94.40, 93.42
19, 0.1773, 94.49, 93.50
20, 0.1742, 94.51, 93.62
21, 0.1714, 94.63, 93.75
22, 0.1687, 94.70, 93.80
23, 0.1663, 94.77, 93.83
24, 0.1640, 94.86, 93.92
25, 0.1619, 94.90, 94.00
26, 0.1599, 95.00, 94.08
27, 0.1580, 95.01, 94.08
28, 0.1562, 95.07, 94.15
29, 0.1546, 95.10, 94.20
30, 0.1530, 95.13, 94.25
31, 0.1515, 95.20, 94.27
32, 0.1501, 95.26, 94.27
33, 0.1487, 95.29, 94.30
34, 0.1474, 95.29, 94.33
35, 0.1461, 95.31, 94.38
36, 0.1448, 95.34, 94.42
37, 0.1435, 95.31, 94.45
38, 0.1422, 95.30, 94.47
39, 0.1410, 95.31, 94.47
40, 0.1397, 95.33, 94.47
41, 0.1386, 95.33, 94.53
42, 0.1374, 95.41, 94.53
43, 0.1363, 95.46, 94.55
44, 0.1353, 95.47, 94.60
45, 0.1343, 95.47, 94.58
46, 0.1334, 95.51, 94.55
47, 0.1325, 95.47, 94.55
48, 0.1316, 95.49, 94.58
49, 0.1308, 95.51, 94.58
50, 0.1300, 95.54, 94.58
51, 0.1292, 95.57, 94.58
52, 0.1285, 95.57, 94.60
53, 0.1278, 95.59, 94.60
54, 0.1271, 95.61, 94.58
55, 0.1264, 95.60, 94.60
56, 0.1258, 95.57, 94.60
57, 0.1252, 95.57, 94.62
58, 0.1246, 95.56, 94.62
59, 0.1240, 95.57, 94.73
60, 0.1235, 95.57, 94.73
61, 0.1229, 95.59, 94.70
62, 0.1224, 95.63, 94.73
63, 0.1219, 95.66, 94.73
64, 0.1214, 95.66, 94.73
65, 0.1209, 95.69, 94.73
66, 0.1204, 95.69, 94.73
67, 0.1200, 95.70, 94.77
68, 0.1196, 95.70, 94.77
69, 0.1191, 95.73, 94.77
70, 0.1187, 95.71, 94.77
71, 0.1183, 95.73, 94.77
72, 0.1179, 95.76, 94.80
73, 0.1176, 95.79, 94.80
74, 0.1172, 95.83, 94.85
75, 0.1168, 95.83, 94.88
76, 0.1165, 95.83, 94.90
77, 0.1161, 95.83, 94.92
78, 0.1158, 95.84, 94.90
79, 0.1155, 95.84, 94.88
80, 0.1151, 95.86, 94.88
81, 0.1148, 95.89, 94.83
82, 0.1145, 95.91, 94.83
83, 0.1142, 95.91, 94.85
84, 0.1139, 95.90, 94.83
85, 0.1136, 95.90, 94.77
86, 0.1134, 95.91, 94.77
87, 0.1131, 95.90, 94.77
88, 0.1128, 95.94, 94.77
89, 0.1125, 95.94, 94.83
90, 0.1123, 95.96, 94.83
91, 0.1120, 95.97, 94.83
92, 0.1118, 95.97, 94.85
93, 0.1115, 96.01, 94.85
94, 0.1113, 96.01, 94.85
95, 0.1111, 96.00, 94.85
96, 0.1108, 96.00, 94.83
97, 0.1106, 96.01, 94.80
98, 0.1104, 96.03, 94.80
99, 0.1101, 96.03, 94.77
100, 0.1099, 96.01, 94.80

