
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-5-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.8080, 56.10, 55.33
2, 0.6538, 68.53, 67.70
3, 0.5803, 70.20, 68.95
4, 0.5436, 68.83, 68.05
5, 0.5242, 69.97, 68.35
6, 0.5126, 70.49, 68.73
7, 0.5058, 64.13, 63.48
8, 0.5013, 62.79, 62.78
9, 0.4981, 62.59, 62.72
10, 0.4957, 62.53, 62.48
11, 0.4937, 62.54, 62.35
12, 0.4921, 62.43, 62.20
13, 0.4907, 62.16, 61.88
14, 0.4894, 61.77, 61.60
15, 0.4883, 61.39, 61.25
16, 0.4872, 60.96, 60.92
17, 0.4861, 60.43, 60.50
18, 0.4849, 59.91, 59.75
19, 0.4838, 59.44, 59.30
20, 0.4826, 58.84, 58.70
21, 0.4815, 58.51, 58.07
22, 0.4804, 58.13, 57.80
23, 0.4793, 57.86, 57.55
24, 0.4784, 57.57, 57.33
25, 0.4775, 57.39, 57.15
26, 0.4767, 57.30, 57.05
27, 0.4760, 57.24, 56.93
28, 0.4754, 57.24, 56.95
29, 0.4748, 57.23, 56.88
30, 0.4743, 57.23, 56.85
31, 0.4738, 57.23, 56.85
32, 0.4734, 57.26, 56.77
33, 0.4730, 57.27, 56.77
34, 0.4726, 57.26, 56.77
35, 0.4722, 57.27, 56.77
36, 0.4719, 57.26, 56.75
37, 0.4716, 57.29, 56.75
38, 0.4713, 57.30, 56.73
39, 0.4710, 57.30, 56.77
40, 0.4708, 57.33, 56.75
41, 0.4705, 57.34, 56.73
42, 0.4703, 57.33, 56.73
43, 0.4701, 57.37, 56.70
44, 0.4698, 57.37, 56.70
45, 0.4696, 57.36, 56.70
46, 0.4694, 57.36, 56.67
47, 0.4692, 57.36, 56.67
48, 0.4691, 57.37, 56.67
49, 0.4689, 57.39, 56.67
50, 0.4687, 57.40, 56.67
51, 0.4685, 57.41, 56.67
52, 0.4684, 57.41, 56.67
53, 0.4682, 57.41, 56.70
54, 0.4681, 57.43, 56.70
55, 0.4679, 57.43, 56.70
56, 0.4678, 57.43, 56.70
57, 0.4677, 57.43, 56.70
58, 0.4675, 57.43, 56.75
59, 0.4674, 57.43, 56.77
60, 0.4673, 57.43, 56.77
61, 0.4671, 57.40, 56.80
62, 0.4670, 57.41, 56.77
63, 0.4669, 57.43, 56.80
64, 0.4668, 57.43, 56.80
65, 0.4667, 57.46, 56.80
66, 0.4666, 57.46, 56.83
67, 0.4665, 57.46, 56.83
68, 0.4664, 57.46, 56.83
69, 0.4663, 57.46, 56.83
70, 0.4662, 57.46, 56.83
71, 0.4661, 57.46, 56.80
72, 0.4660, 57.46, 56.80
73, 0.4659, 57.46, 56.80
74, 0.4658, 57.46, 56.80
75, 0.4657, 57.46, 56.80
76, 0.4656, 57.47, 56.80
77, 0.4655, 57.47, 56.80
78, 0.4654, 57.47, 56.80
79, 0.4653, 57.47, 56.77
80, 0.4653, 57.46, 56.77
81, 0.4652, 57.46, 56.77
82, 0.4651, 57.46, 56.77
83, 0.4650, 57.46, 56.77
84, 0.4650, 57.46, 56.77
85, 0.4649, 57.46, 56.77
86, 0.4648, 57.46, 56.75
87, 0.4647, 57.46, 56.75
88, 0.4647, 57.46, 56.75
89, 0.4646, 57.47, 56.77
90, 0.4645, 57.47, 56.77
91, 0.4645, 57.47, 56.77
92, 0.4644, 57.47, 56.77
93, 0.4643, 57.49, 56.75
94, 0.4643, 57.49, 56.73
95, 0.4642, 57.50, 56.73
96, 0.4641, 57.50, 56.73
97, 0.4641, 57.50, 56.73
98, 0.4640, 57.50, 56.73
99, 0.4640, 57.49, 56.73
100, 0.4639, 57.49, 56.73

