
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-15-10
Learning rate: 0.05
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.8332, 57.93, 58.23
2, 0.5528, 83.76, 83.90
3, 0.3481, 88.61, 88.85
4, 0.2613, 90.56, 90.40
5, 0.2180, 91.80, 91.33
6, 0.1918, 92.41, 91.77
7, 0.1740, 92.76, 92.22
8, 0.1609, 93.04, 92.55
9, 0.1507, 93.29, 92.88
10, 0.1425, 93.56, 93.05
11, 0.1357, 93.84, 93.08
12, 0.1299, 94.10, 93.33
13, 0.1249, 94.37, 93.40
14, 0.1205, 94.51, 93.58
15, 0.1167, 94.57, 93.67
16, 0.1132, 94.70, 93.70
17, 0.1101, 94.77, 93.67
18, 0.1073, 94.91, 93.73
19, 0.1048, 95.04, 93.85
20, 0.1024, 95.11, 93.95
21, 0.1002, 95.20, 94.08
22, 0.0982, 95.23, 94.12
23, 0.0964, 95.30, 94.10
24, 0.0946, 95.36, 94.12
25, 0.0930, 95.40, 94.20
26, 0.0914, 95.47, 94.23
27, 0.0900, 95.49, 94.23
28, 0.0886, 95.57, 94.27
29, 0.0873, 95.67, 94.27
30, 0.0861, 95.80, 94.27
31, 0.0849, 95.89, 94.30
32, 0.0838, 95.97, 94.33
33, 0.0828, 96.00, 94.47
34, 0.0818, 96.01, 94.50
35, 0.0808, 96.03, 94.58
36, 0.0799, 96.10, 94.60
37, 0.0790, 96.11, 94.67
38, 0.0781, 96.16, 94.77
39, 0.0773, 96.19, 94.90
40, 0.0765, 96.23, 95.00
41, 0.0757, 96.26, 95.03
42, 0.0750, 96.33, 95.03
43, 0.0743, 96.36, 95.08
44, 0.0736, 96.36, 95.08
45, 0.0729, 96.40, 95.10
46, 0.0722, 96.43, 95.12
47, 0.0716, 96.46, 95.15
48, 0.0710, 96.50, 95.20
49, 0.0704, 96.50, 95.20
50, 0.0698, 96.50, 95.23
51, 0.0692, 96.53, 95.30
52, 0.0687, 96.56, 95.30
53, 0.0682, 96.56, 95.33
54, 0.0676, 96.56, 95.33
55, 0.0671, 96.59, 95.33
56, 0.0666, 96.64, 95.33
57, 0.0661, 96.69, 95.33
58, 0.0656, 96.71, 95.33
59, 0.0652, 96.77, 95.35
60, 0.0647, 96.80, 95.33
61, 0.0642, 96.89, 95.30
62, 0.0638, 96.93, 95.33
63, 0.0634, 96.94, 95.33
64, 0.0629, 96.96, 95.35
65, 0.0625, 96.97, 95.33
66, 0.0621, 97.03, 95.35
67, 0.0617, 97.04, 95.30
68, 0.0613, 97.07, 95.28
69, 0.0609, 97.09, 95.25
70, 0.0605, 97.09, 95.25
71, 0.0602, 97.10, 95.30
72, 0.0598, 97.14, 95.33
73, 0.0594, 97.16, 95.33
74, 0.0591, 97.16, 95.35
75, 0.0587, 97.16, 95.33
76, 0.0584, 97.17, 95.30
77, 0.0580, 97.20, 95.28
78, 0.0577, 97.21, 95.33
79, 0.0574, 97.21, 95.33
80, 0.0570, 97.23, 95.35
81, 0.0567, 97.23, 95.35
82, 0.0564, 97.23, 95.38
83, 0.0561, 97.24, 95.35
84, 0.0558, 97.24, 95.38
85, 0.0555, 97.24, 95.38
86, 0.0552, 97.26, 95.40
87, 0.0549, 97.26, 95.40
88, 0.0546, 97.29, 95.38
89, 0.0543, 97.29, 95.38
90, 0.0540, 97.29, 95.38
91, 0.0537, 97.30, 95.38
92, 0.0535, 97.31, 95.38
93, 0.0532, 97.33, 95.38
94, 0.0529, 97.36, 95.38
95, 0.0527, 97.39, 95.35
96, 0.0524, 97.43, 95.33
97, 0.0522, 97.43, 95.33
98, 0.0519, 97.43, 95.33
99, 0.0517, 97.46, 95.35
100, 0.0514, 97.47, 95.33

