
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-20-10
Learning rate: 0.05
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.5999, 86.71, 86.92
2, 0.3613, 91.77, 91.00
3, 0.2957, 93.01, 91.85
4, 0.2634, 93.63, 92.70
5, 0.2423, 93.93, 92.97
6, 0.2245, 94.06, 93.33
7, 0.2133, 94.21, 93.45
8, 0.2058, 94.40, 93.47
9, 0.1998, 94.50, 93.62
10, 0.1943, 94.59, 93.73
11, 0.1893, 94.63, 93.75
12, 0.1852, 94.69, 93.73
13, 0.1817, 94.73, 93.75
14, 0.1786, 94.77, 93.83
15, 0.1758, 94.87, 93.80
16, 0.1730, 94.94, 93.85
17, 0.1704, 95.03, 93.83
18, 0.1679, 95.06, 93.83
19, 0.1656, 95.06, 93.85
20, 0.1636, 95.10, 93.85
21, 0.1617, 95.10, 93.88
22, 0.1601, 95.13, 93.92
23, 0.1585, 95.13, 93.95
24, 0.1571, 95.16, 94.00
25, 0.1558, 95.17, 93.92
26, 0.1545, 95.20, 93.88
27, 0.1534, 95.19, 93.85
28, 0.1524, 95.20, 93.85
29, 0.1514, 95.20, 93.88
30, 0.1505, 95.20, 93.88
31, 0.1496, 95.24, 93.85
32, 0.1487, 95.27, 93.80
33, 0.1479, 95.27, 93.85
34, 0.1472, 95.29, 93.85
35, 0.1464, 95.31, 93.88
36, 0.1457, 95.31, 93.90
37, 0.1450, 95.30, 93.88
38, 0.1444, 95.29, 93.90
39, 0.1437, 95.26, 93.88
40, 0.1431, 95.27, 93.85
41, 0.1425, 95.30, 93.80
42, 0.1420, 95.27, 93.77
43, 0.1414, 95.30, 93.75
44, 0.1409, 95.29, 93.77
45, 0.1404, 95.27, 93.80
46, 0.1400, 95.30, 93.83
47, 0.1395, 95.30, 93.88
48, 0.1391, 95.30, 93.88
49, 0.1387, 95.31, 93.95
50, 0.1383, 95.33, 93.92
51, 0.1379, 95.36, 93.92
52, 0.1375, 95.34, 93.95
53, 0.1372, 95.36, 93.95
54, 0.1368, 95.39, 93.90
55, 0.1365, 95.36, 93.90
56, 0.1361, 95.39, 93.88
57, 0.1358, 95.39, 93.90
58, 0.1354, 95.40, 93.88
59, 0.1351, 95.39, 93.85
60, 0.1348, 95.40, 93.90
61, 0.1345, 95.40, 93.90
62, 0.1341, 95.40, 93.88
63, 0.1338, 95.40, 93.88
64, 0.1335, 95.39, 93.88
65, 0.1332, 95.40, 93.85
66, 0.1329, 95.40, 93.85
67, 0.1326, 95.43, 93.83
68, 0.1323, 95.43, 93.83
69, 0.1320, 95.41, 93.77
70, 0.1317, 95.41, 93.73
71, 0.1315, 95.41, 93.73
72, 0.1313, 95.41, 93.70
73, 0.1310, 95.43, 93.70
74, 0.1308, 95.47, 93.67
75, 0.1306, 95.49, 93.65
76, 0.1304, 95.49, 93.65
77, 0.1302, 95.53, 93.67
78, 0.1300, 95.53, 93.60
79, 0.1299, 95.54, 93.60
80, 0.1297, 95.54, 93.60
81, 0.1295, 95.53, 93.60
82, 0.1293, 95.54, 93.60
83, 0.1292, 95.54, 93.60
84, 0.1290, 95.54, 93.58
85, 0.1288, 95.56, 93.58
86, 0.1287, 95.56, 93.58
87, 0.1285, 95.59, 93.58
88, 0.1284, 95.54, 93.58
89, 0.1282, 95.54, 93.58
90, 0.1281, 95.54, 93.58
91, 0.1279, 95.54, 93.58
92, 0.1278, 95.56, 93.58
93, 0.1277, 95.56, 93.58
94, 0.1275, 95.56, 93.58
95, 0.1274, 95.54, 93.55
96, 0.1272, 95.54, 93.60
97, 0.1271, 95.51, 93.60
98, 0.1270, 95.51, 93.60
99, 0.1269, 95.53, 93.60
100, 0.1267, 95.51, 93.62

