
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-30-10
Learning rate: 0.5
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.2997, 93.17, 92.88
2, 0.1275, 94.80, 94.23
3, 0.1028, 95.40, 94.70
4, 0.0895, 95.87, 95.12
5, 0.0800, 96.26, 95.55
6, 0.0725, 96.61, 95.60
7, 0.0660, 96.94, 95.55
8, 0.0604, 97.09, 95.70
9, 0.0558, 97.29, 95.75
10, 0.0521, 97.39, 95.88
11, 0.0489, 97.56, 95.97
12, 0.0460, 97.66, 96.05
13, 0.0434, 97.80, 96.15
14, 0.0410, 97.87, 96.17
15, 0.0389, 97.93, 96.23
16, 0.0370, 98.04, 96.28
17, 0.0352, 98.16, 96.28
18, 0.0336, 98.19, 96.30
19, 0.0320, 98.26, 96.23
20, 0.0306, 98.27, 96.28
21, 0.0294, 98.34, 96.30
22, 0.0284, 98.37, 96.30
23, 0.0274, 98.43, 96.28
24, 0.0265, 98.47, 96.28
25, 0.0257, 98.51, 96.28
26, 0.0250, 98.53, 96.30
27, 0.0243, 98.56, 96.28
28, 0.0236, 98.63, 96.30
29, 0.0230, 98.63, 96.23
30, 0.0224, 98.67, 96.25
31, 0.0218, 98.67, 96.23
32, 0.0213, 98.70, 96.35
33, 0.0208, 98.71, 96.33
34, 0.0204, 98.70, 96.28
35, 0.0199, 98.71, 96.33
36, 0.0195, 98.77, 96.30
37, 0.0191, 98.79, 96.23
38, 0.0188, 98.83, 96.25
39, 0.0184, 98.83, 96.23
40, 0.0181, 98.84, 96.23
41, 0.0178, 98.84, 96.20
42, 0.0175, 98.84, 96.17
43, 0.0173, 98.84, 96.17
44, 0.0170, 98.84, 96.15
45, 0.0167, 98.87, 96.20
46, 0.0164, 98.89, 96.20
47, 0.0162, 98.89, 96.25
48, 0.0160, 98.89, 96.23
49, 0.0158, 98.89, 96.30
50, 0.0156, 98.89, 96.33
51, 0.0154, 98.90, 96.20
52, 0.0152, 98.90, 96.17
53, 0.0151, 98.91, 96.17
54, 0.0149, 98.93, 96.17
55, 0.0148, 98.94, 96.17
56, 0.0146, 98.96, 96.17
57, 0.0145, 98.97, 96.17
58, 0.0144, 98.99, 96.15
59, 0.0143, 98.99, 96.12
60, 0.0142, 98.99, 96.15
61, 0.0141, 98.99, 96.12
62, 0.0140, 98.99, 96.12
63, 0.0138, 99.00, 96.15
64, 0.0138, 99.00, 96.15
65, 0.0137, 99.00, 96.17
66, 0.0136, 99.00, 96.15
67, 0.0135, 99.00, 96.17
68, 0.0135, 99.00, 96.17
69, 0.0134, 99.00, 96.12
70, 0.0133, 99.00, 96.08
71, 0.0133, 99.00, 96.08
72, 0.0132, 99.00, 96.10
73, 0.0132, 99.01, 96.10
74, 0.0131, 99.03, 96.12
75, 0.0131, 99.03, 96.08
76, 0.0130, 99.03, 96.08
77, 0.0129, 99.03, 96.08
78, 0.0129, 99.03, 96.08
79, 0.0128, 99.03, 96.12
80, 0.0127, 99.03, 96.17
81, 0.0126, 99.03, 96.17
82, 0.0126, 99.03, 96.17
83, 0.0125, 99.03, 96.17
84, 0.0125, 99.04, 96.17
85, 0.0125, 99.04, 96.17
86, 0.0124, 99.04, 96.17
87, 0.0123, 99.04, 96.17
88, 0.0123, 99.04, 96.15
89, 0.0123, 99.04, 96.17
90, 0.0122, 99.04, 96.17
91, 0.0122, 99.04, 96.20
92, 0.0122, 99.04, 96.20
93, 0.0122, 99.04, 96.20
94, 0.0121, 99.04, 96.20
95, 0.0121, 99.04, 96.23
96, 0.0121, 99.04, 96.17
97, 0.0121, 99.06, 96.17
98, 0.0120, 99.06, 96.17
99, 0.0120, 99.06, 96.17
100, 0.0120, 99.06, 96.15

