
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-10-10
Learning rate: 0.1
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.7583, 67.94, 67.42
2, 0.4306, 86.21, 85.95
3, 0.2750, 90.06, 89.88
4, 0.2117, 91.83, 91.12
5, 0.1809, 92.63, 91.90
6, 0.1633, 92.96, 92.30
7, 0.1517, 93.23, 92.55
8, 0.1433, 93.50, 92.83
9, 0.1367, 93.66, 93.10
10, 0.1315, 93.84, 93.12
11, 0.1271, 94.11, 93.15
12, 0.1233, 94.21, 93.25
13, 0.1200, 94.31, 93.17
14, 0.1172, 94.43, 93.42
15, 0.1146, 94.59, 93.35
16, 0.1122, 94.67, 93.25
17, 0.1100, 94.74, 93.20
18, 0.1080, 94.79, 93.25
19, 0.1061, 94.86, 93.30
20, 0.1044, 94.91, 93.42
21, 0.1027, 94.94, 93.53
22, 0.1012, 95.04, 93.53
23, 0.0997, 95.16, 93.50
24, 0.0983, 95.17, 93.53
25, 0.0970, 95.20, 93.58
26, 0.0958, 95.27, 93.62
27, 0.0946, 95.26, 93.67
28, 0.0935, 95.33, 93.65
29, 0.0924, 95.34, 93.62
30, 0.0914, 95.41, 93.58
31, 0.0905, 95.40, 93.55
32, 0.0895, 95.40, 93.58
33, 0.0887, 95.43, 93.55
34, 0.0878, 95.47, 93.58
35, 0.0870, 95.49, 93.58
36, 0.0863, 95.50, 93.58
37, 0.0856, 95.50, 93.60
38, 0.0849, 95.49, 93.55
39, 0.0842, 95.54, 93.60
40, 0.0836, 95.57, 93.60
41, 0.0830, 95.61, 93.62
42, 0.0824, 95.66, 93.65
43, 0.0819, 95.70, 93.62
44, 0.0813, 95.73, 93.62
45, 0.0808, 95.74, 93.65
46, 0.0803, 95.80, 93.60
47, 0.0799, 95.81, 93.50
48, 0.0794, 95.81, 93.55
49, 0.0790, 95.86, 93.53
50, 0.0785, 95.86, 93.53
51, 0.0781, 95.87, 93.53
52, 0.0777, 95.86, 93.67
53, 0.0773, 95.84, 93.70
54, 0.0770, 95.87, 93.73
55, 0.0766, 95.90, 93.73
56, 0.0763, 95.90, 93.75
57, 0.0759, 95.91, 93.73
58, 0.0756, 95.97, 93.73
59, 0.0753, 96.00, 93.73
60, 0.0749, 96.00, 93.77
61, 0.0746, 96.03, 93.77
62, 0.0743, 96.03, 93.73
63, 0.0741, 96.04, 93.75
64, 0.0738, 96.06, 93.77
65, 0.0735, 96.07, 93.80
66, 0.0732, 96.06, 93.80
67, 0.0730, 96.07, 93.77
68, 0.0727, 96.07, 93.77
69, 0.0724, 96.09, 93.77
70, 0.0722, 96.09, 93.75
71, 0.0720, 96.09, 93.73
72, 0.0717, 96.09, 93.73
73, 0.0715, 96.10, 93.67
74, 0.0712, 96.11, 93.65
75, 0.0710, 96.10, 93.65
76, 0.0708, 96.07, 93.60
77, 0.0706, 96.10, 93.60
78, 0.0704, 96.11, 93.60
79, 0.0702, 96.13, 93.60
80, 0.0699, 96.16, 93.62
81, 0.0697, 96.14, 93.62
82, 0.0695, 96.16, 93.62
83, 0.0693, 96.17, 93.60
84, 0.0691, 96.20, 93.62
85, 0.0689, 96.21, 93.58
86, 0.0687, 96.21, 93.60
87, 0.0685, 96.21, 93.60
88, 0.0683, 96.21, 93.60
89, 0.0681, 96.23, 93.60
90, 0.0679, 96.24, 93.58
91, 0.0678, 96.24, 93.58
92, 0.0676, 96.23, 93.62
93, 0.0674, 96.24, 93.62
94, 0.0672, 96.27, 93.65
95, 0.0670, 96.29, 93.67
96, 0.0668, 96.30, 93.67
97, 0.0666, 96.30, 93.67
98, 0.0664, 96.31, 93.65
99, 0.0662, 96.34, 93.62
100, 0.0661, 96.34, 93.60

