
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-5-10
Learning rate: 0.5
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.5392, 83.27, 84.10
2, 0.2880, 85.83, 85.70
3, 0.2461, 86.30, 87.00
4, 0.2257, 87.67, 87.72
5, 0.2122, 88.59, 87.83
6, 0.2041, 88.99, 88.15
7, 0.1977, 89.10, 88.17
8, 0.1937, 88.94, 87.83
9, 0.1902, 89.17, 88.00
10, 0.1871, 89.20, 88.12
11, 0.1847, 88.86, 87.65
12, 0.1824, 88.56, 87.75
13, 0.1810, 88.87, 87.83
14, 0.1801, 89.17, 87.78
15, 0.1785, 89.34, 87.95
16, 0.1777, 89.50, 88.00
17, 0.1761, 89.14, 88.30
18, 0.1772, 89.23, 88.35
19, 0.1759, 89.19, 87.83
20, 0.1746, 89.09, 87.92
21, 0.1744, 89.03, 87.78
22, 0.1746, 88.61, 87.42
23, 0.1740, 88.79, 87.80
24, 0.1713, 89.31, 88.00
25, 0.1714, 88.91, 87.45
26, 0.1711, 89.40, 87.52
27, 0.1700, 89.21, 87.30
28, 0.1688, 89.26, 87.38
29, 0.1689, 89.00, 87.38
30, 0.1687, 88.93, 87.30
31, 0.1682, 88.76, 87.25
32, 0.1675, 88.51, 86.88
33, 0.1678, 88.53, 86.92
34, 0.1668, 88.43, 87.00
35, 0.1658, 88.31, 86.50
36, 0.1657, 88.59, 87.00
37, 0.1660, 88.83, 86.90
38, 0.1662, 88.60, 87.00
39, 0.1663, 88.86, 87.20
40, 0.1662, 88.39, 86.85
41, 0.1646, 87.94, 86.67
42, 0.1659, 88.37, 86.83
43, 0.1653, 88.67, 87.33
44, 0.1629, 88.86, 87.50
45, 0.1645, 88.96, 87.50
46, 0.1628, 88.97, 87.42
47, 0.1630, 88.73, 87.48
48, 0.1632, 88.89, 87.38
49, 0.1642, 89.07, 87.67
50, 0.1633, 89.31, 87.80
51, 0.1633, 89.47, 87.80
52, 0.1618, 89.80, 87.90
53, 0.1622, 89.77, 87.72
54, 0.1613, 89.76, 87.65
55, 0.1612, 89.71, 87.60
56, 0.1604, 89.34, 87.22
57, 0.1602, 89.50, 87.33
58, 0.1601, 89.91, 87.42
59, 0.1600, 89.79, 87.28
60, 0.1592, 89.76, 87.40
61, 0.1587, 89.66, 87.40
62, 0.1584, 89.71, 87.38
63, 0.1581, 89.91, 87.48
64, 0.1583, 89.50, 87.08
65, 0.1580, 89.96, 87.58
66, 0.1581, 89.51, 87.33
67, 0.1573, 89.83, 87.50
68, 0.1572, 89.64, 87.58
69, 0.1573, 89.71, 87.55
70, 0.1575, 89.70, 87.48
71, 0.1592, 89.80, 87.50
72, 0.1590, 89.79, 87.65
73, 0.1585, 89.79, 87.72
74, 0.1592, 89.77, 87.80
75, 0.1594, 89.54, 87.67
76, 0.1595, 89.24, 87.08
77, 0.1582, 89.39, 87.35
78, 0.1571, 88.63, 86.88
79, 0.1568, 88.29, 86.92
80, 0.1576, 89.34, 87.33
81, 0.1573, 88.60, 87.10
82, 0.1567, 88.73, 87.20
83, 0.1563, 89.11, 87.52
84, 0.1556, 88.90, 87.30
85, 0.1561, 88.64, 87.08
86, 0.1558, 88.44, 87.15
87, 0.1570, 89.46, 87.78
88, 0.1557, 89.17, 87.33
89, 0.1564, 89.49, 87.45
90, 0.1559, 89.59, 87.70
91, 0.1556, 89.04, 87.25
92, 0.1549, 89.33, 87.42
93, 0.1568, 89.64, 87.85
94, 0.1559, 89.74, 87.98
95, 0.1550, 89.63, 87.78
96, 0.1540, 89.64, 87.92
97, 0.1544, 90.11, 87.90
98, 0.1555, 89.66, 87.83
99, 0.1536, 89.73, 87.62
100, 0.1549, 89.97, 87.95

