
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-5-10
Learning rate: 1.0
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.4440, 83.57, 83.17
2, 0.2686, 84.87, 84.03
3, 0.2413, 86.43, 85.17
4, 0.2245, 87.81, 86.00
5, 0.2111, 87.87, 86.33
6, 0.2045, 88.71, 86.90
7, 0.2000, 88.87, 86.78
8, 0.1979, 88.97, 87.05
9, 0.1949, 88.89, 87.35
10, 0.1924, 89.13, 87.28
11, 0.1897, 89.40, 87.60
12, 0.1868, 87.46, 85.78
13, 0.1836, 88.63, 86.75
14, 0.1822, 88.96, 86.98
15, 0.1826, 89.44, 87.62
16, 0.1860, 89.74, 87.45
17, 0.1783, 89.87, 87.60
18, 0.1832, 89.86, 87.75
19, 0.1797, 89.09, 86.83
20, 0.1780, 89.44, 87.38
21, 0.1794, 89.21, 87.15
22, 0.1776, 89.59, 87.48
23, 0.1758, 89.16, 87.22
24, 0.1806, 89.80, 87.45
25, 0.1786, 89.91, 87.88
26, 0.1744, 89.63, 87.22
27, 0.1791, 89.93, 87.50
28, 0.1740, 89.97, 88.00
29, 0.1759, 90.31, 87.90
30, 0.1724, 90.37, 87.92
31, 0.1745, 90.01, 87.92
32, 0.1756, 89.97, 87.85
33, 0.1739, 89.83, 87.62
34, 0.1705, 90.26, 87.80
35, 0.1712, 89.40, 87.08
36, 0.1719, 89.16, 86.85
37, 0.1728, 89.29, 87.05
38, 0.1715, 89.76, 87.45
39, 0.1712, 89.73, 87.48
40, 0.1698, 89.29, 86.75
41, 0.1738, 90.40, 87.75
42, 0.1740, 90.53, 87.75
43, 0.1710, 90.23, 87.52
44, 0.1685, 89.26, 87.10
45, 0.1694, 89.87, 87.05
46, 0.1709, 90.30, 87.67
47, 0.1665, 90.17, 87.62
48, 0.1651, 88.94, 86.35
49, 0.1648, 90.01, 87.52
50, 0.1647, 90.29, 87.65
51, 0.1668, 89.11, 86.65
52, 0.1658, 90.21, 87.33
53, 0.1651, 89.64, 87.15
54, 0.1640, 89.96, 87.38
55, 0.1644, 90.67, 87.40
56, 0.1650, 89.37, 87.02
57, 0.1635, 89.13, 87.10
58, 0.1631, 90.00, 87.33
59, 0.1662, 89.99, 87.40
60, 0.1647, 90.30, 87.08
61, 0.1652, 89.56, 87.48
62, 0.1649, 89.74, 87.22
63, 0.1627, 90.10, 87.28
64, 0.1610, 90.34, 87.45
65, 0.1612, 91.06, 88.10
66, 0.1627, 90.19, 87.48
67, 0.1592, 89.93, 87.42
68, 0.1586, 90.46, 87.78
69, 0.1601, 90.27, 87.58
70, 0.1618, 90.07, 87.10
71, 0.1623, 89.60, 87.38
72, 0.1579, 90.44, 87.30
73, 0.1620, 89.94, 87.02
74, 0.1631, 90.46, 87.60
75, 0.1609, 90.56, 87.45
76, 0.1600, 90.44, 87.52
77, 0.1609, 90.30, 87.33
78, 0.1604, 90.50, 87.45
79, 0.1604, 89.87, 87.20
80, 0.1604, 90.03, 87.17
81, 0.1623, 89.94, 87.45
82, 0.1612, 90.31, 87.48
83, 0.1609, 90.41, 87.38
84, 0.1580, 90.09, 87.35
85, 0.1622, 89.59, 87.12
86, 0.1604, 90.21, 87.10
87, 0.1643, 90.70, 87.65
88, 0.1592, 90.14, 87.17
89, 0.1656, 90.71, 87.60
90, 0.1616, 89.00, 86.72
91, 0.1601, 90.63, 87.70
92, 0.1580, 89.87, 87.28
93, 0.1588, 90.50, 87.48
94, 0.1595, 90.84, 87.40
95, 0.1613, 90.54, 87.50
96, 0.1595, 89.63, 87.25
97, 0.1584, 90.44, 87.55
98, 0.1646, 90.33, 87.48
99, 0.1578, 90.36, 87.33
100, 0.1567, 90.07, 87.20

