
Network Parameters:
Training data: ./train.csv (7000 examples)
Testing data: ./test.csv (4000 examples)
Network structure: 64-25-10
Learning rate: 0.05
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.6138, 87.81, 86.90
2, 0.3525, 90.79, 89.88
3, 0.2772, 91.34, 90.60
4, 0.2380, 91.94, 91.15
5, 0.2186, 92.61, 92.00
6, 0.2072, 93.17, 92.35
7, 0.1992, 93.53, 92.55
8, 0.1931, 93.60, 92.75
9, 0.1884, 93.74, 92.85
10, 0.1845, 93.83, 93.05
11, 0.1813, 93.89, 93.05
12, 0.1787, 94.03, 93.23
13, 0.1764, 94.14, 93.20
14, 0.1744, 94.23, 93.30
15, 0.1727, 94.37, 93.33
16, 0.1712, 94.37, 93.40
17, 0.1698, 94.46, 93.53
18, 0.1686, 94.51, 93.65
19, 0.1674, 94.53, 93.65
20, 0.1664, 94.61, 93.75
21, 0.1654, 94.61, 93.77
22, 0.1644, 94.67, 93.77
23, 0.1635, 94.66, 93.80
24, 0.1627, 94.71, 93.77
25, 0.1618, 94.79, 93.73
26, 0.1609, 94.83, 93.73
27, 0.1601, 94.86, 93.80
28, 0.1592, 94.87, 93.88
29, 0.1584, 94.91, 93.85
30, 0.1575, 94.99, 93.92
31, 0.1566, 95.03, 93.92
32, 0.1557, 95.00, 93.95
33, 0.1548, 94.94, 93.90
34, 0.1539, 94.93, 93.90
35, 0.1531, 94.94, 93.92
36, 0.1523, 94.93, 93.92
37, 0.1516, 94.94, 93.88
38, 0.1508, 94.90, 93.85
39, 0.1502, 94.90, 93.85
40, 0.1495, 94.94, 93.90
41, 0.1489, 94.96, 93.95
42, 0.1483, 94.93, 93.88
43, 0.1477, 94.94, 93.85
44, 0.1471, 95.00, 93.83
45, 0.1465, 94.96, 93.85
46, 0.1459, 94.96, 93.83
47, 0.1454, 95.00, 93.90
48, 0.1448, 95.00, 93.92
49, 0.1442, 95.03, 93.88
50, 0.1437, 95.01, 93.80
51, 0.1432, 95.07, 93.77
52, 0.1427, 95.07, 93.80
53, 0.1422, 95.07, 93.80
54, 0.1418, 95.07, 93.77
55, 0.1414, 95.10, 93.77
56, 0.1410, 95.11, 93.77
57, 0.1406, 95.14, 93.80
58, 0.1403, 95.17, 93.80
59, 0.1399, 95.17, 93.83
60, 0.1396, 95.20, 93.85
61, 0.1393, 95.19, 93.83
62, 0.1390, 95.20, 93.83
63, 0.1387, 95.21, 93.85
64, 0.1384, 95.21, 93.85
65, 0.1381, 95.20, 93.88
66, 0.1378, 95.21, 93.92
67, 0.1376, 95.17, 93.92
68, 0.1373, 95.20, 93.97
69, 0.1370, 95.21, 93.92
70, 0.1368, 95.20, 93.95
71, 0.1365, 95.23, 93.95
72, 0.1362, 95.21, 93.95
73, 0.1360, 95.21, 93.95
74, 0.1357, 95.23, 93.90
75, 0.1355, 95.23, 93.88
76, 0.1352, 95.24, 93.88
77, 0.1349, 95.23, 93.85
78, 0.1347, 95.20, 93.83
79, 0.1344, 95.20, 93.83
80, 0.1342, 95.23, 93.80
81, 0.1339, 95.24, 93.80
82, 0.1337, 95.23, 93.67
83, 0.1334, 95.23, 93.65
84, 0.1332, 95.23, 93.65
85, 0.1329, 95.24, 93.62
86, 0.1327, 95.23, 93.62
87, 0.1324, 95.21, 93.65
88, 0.1322, 95.19, 93.62
89, 0.1320, 95.17, 93.60
90, 0.1318, 95.19, 93.60
91, 0.1316, 95.20, 93.62
92, 0.1314, 95.19, 93.62
93, 0.1312, 95.19, 93.60
94, 0.1310, 95.19, 93.60
95, 0.1308, 95.23, 93.60
96, 0.1306, 95.23, 93.62
97, 0.1305, 95.24, 93.62
98, 0.1303, 95.24, 93.60
99, 0.1301, 95.24, 93.60
100, 0.1300, 95.26, 93.58

