
Network Parameters:
Training data: ./train.csv (3500 examples)
Testing data: ./test.csv (2000 examples)
Network structure: 64-20-10
Learning rate: 0.1
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.7562, 68.54, 67.95
2, 0.5545, 72.09, 70.45
3, 0.5037, 72.63, 71.60
4, 0.4660, 71.26, 70.05
5, 0.4419, 71.14, 70.30
6, 0.4185, 72.11, 71.40
7, 0.3976, 75.60, 74.30
8, 0.3790, 79.83, 78.60
9, 0.3573, 83.23, 82.45
10, 0.3360, 86.71, 84.95
11, 0.3233, 88.17, 86.15
12, 0.3155, 89.11, 86.95
13, 0.3099, 89.86, 87.50
14, 0.3057, 90.31, 87.70
15, 0.3022, 90.74, 87.85
16, 0.2993, 90.71, 88.00
17, 0.2968, 90.86, 88.00
18, 0.2947, 90.89, 87.85
19, 0.2928, 90.91, 87.75
20, 0.2911, 90.91, 87.85
21, 0.2897, 91.00, 87.75
22, 0.2883, 91.03, 87.75
23, 0.2871, 91.00, 87.85
24, 0.2859, 90.97, 87.90
25, 0.2849, 90.80, 87.85
26, 0.2839, 90.80, 87.90
27, 0.2829, 90.69, 87.85
28, 0.2820, 90.57, 87.60
29, 0.2811, 90.46, 87.60
30, 0.2803, 90.43, 87.55
31, 0.2795, 90.43, 87.60
32, 0.2787, 90.54, 87.55
33, 0.2779, 90.43, 87.45
34, 0.2772, 90.31, 87.25
35, 0.2765, 90.06, 87.15
36, 0.2759, 89.83, 87.10
37, 0.2752, 89.60, 86.85
38, 0.2746, 89.34, 87.10
39, 0.2740, 89.20, 86.80
40, 0.2734, 89.11, 86.85
41, 0.2728, 88.89, 86.35
42, 0.2722, 88.77, 86.15
43, 0.2716, 88.77, 85.80
44, 0.2708, 88.60, 85.75
45, 0.2698, 88.57, 85.60
46, 0.2686, 88.89, 86.10
47, 0.2672, 89.40, 86.70
48, 0.2658, 89.86, 87.25
49, 0.2644, 90.23, 87.70
50, 0.2631, 90.54, 88.00
51, 0.2620, 90.91, 88.20
52, 0.2609, 91.00, 88.30
53, 0.2599, 91.34, 88.70
54, 0.2590, 91.63, 88.70
55, 0.2581, 91.89, 88.95
56, 0.2573, 92.06, 89.00
57, 0.2566, 92.20, 89.10
58, 0.2559, 92.23, 89.10
59, 0.2552, 92.37, 89.10
60, 0.2546, 92.34, 88.95
61, 0.2540, 92.49, 88.95
62, 0.2534, 92.40, 88.95
63, 0.2528, 92.54, 88.95
64, 0.2522, 92.63, 89.00
65, 0.2517, 92.63, 89.20
66, 0.2512, 92.63, 89.10
67, 0.2507, 92.66, 89.10
68, 0.2502, 92.66, 89.10
69, 0.2497, 92.69, 89.10
70, 0.2493, 92.69, 89.15
71, 0.2489, 92.69, 89.05
72, 0.2485, 92.66, 89.05
73, 0.2481, 92.69, 89.10
74, 0.2477, 92.69, 89.05
75, 0.2474, 92.66, 89.25
76, 0.2471, 92.69, 89.25
77, 0.2468, 92.69, 89.30
78, 0.2465, 92.74, 89.30
79, 0.2462, 92.83, 89.25
80, 0.2459, 92.89, 89.25
81, 0.2456, 92.91, 89.30
82, 0.2454, 93.03, 89.35
83, 0.2451, 93.03, 89.30
84, 0.2449, 93.03, 89.35
85, 0.2446, 93.03, 89.35
86, 0.2444, 93.06, 89.35
87, 0.2442, 93.09, 89.40
88, 0.2439, 93.06, 89.35
89, 0.2437, 93.14, 89.40
90, 0.2435, 93.17, 89.35
91, 0.2432, 93.20, 89.45
92, 0.2430, 93.20, 89.50
93, 0.2428, 93.20, 89.60
94, 0.2426, 93.20, 89.60
95, 0.2423, 93.17, 89.60
96, 0.2421, 93.09, 89.55
97, 0.2419, 93.11, 89.50
98, 0.2417, 93.06, 89.50
99, 0.2416, 93.06, 89.40
100, 0.2414, 93.14, 89.45

