
Network Parameters:
Training data: ./train.csv (3500 examples)
Testing data: ./test.csv (2000 examples)
Network structure: 64-5-10
Learning rate: 0.01
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.8675, 47.26, 46.80
2, 0.6996, 63.23, 62.15
3, 0.6402, 67.60, 66.55
4, 0.6011, 69.06, 69.40
5, 0.5782, 70.37, 69.55
6, 0.5643, 71.23, 70.10
7, 0.5547, 71.94, 70.30
8, 0.5475, 71.43, 70.40
9, 0.5414, 70.17, 68.95
10, 0.5358, 69.00, 67.30
11, 0.5305, 66.69, 65.00
12, 0.5256, 64.83, 63.40
13, 0.5213, 64.11, 62.10
14, 0.5172, 62.83, 60.55
15, 0.5132, 58.80, 57.20
16, 0.5092, 56.77, 55.50
17, 0.5057, 56.66, 55.50
18, 0.5028, 56.51, 55.15
19, 0.5005, 56.17, 54.95
20, 0.4987, 56.09, 54.90
21, 0.4973, 55.94, 54.90
22, 0.4960, 56.00, 54.85
23, 0.4950, 55.97, 54.80
24, 0.4940, 56.06, 54.70
25, 0.4932, 56.14, 54.70
26, 0.4924, 56.20, 54.75
27, 0.4917, 56.23, 54.80
28, 0.4911, 56.29, 54.80
29, 0.4905, 56.29, 54.75
30, 0.4900, 56.31, 54.70
31, 0.4895, 56.34, 54.70
32, 0.4890, 56.37, 54.60
33, 0.4885, 56.37, 54.60
34, 0.4881, 56.34, 54.60
35, 0.4877, 56.34, 54.60
36, 0.4873, 56.34, 54.60
37, 0.4870, 56.37, 54.60
38, 0.4866, 56.40, 54.60
39, 0.4863, 56.43, 54.60
40, 0.4860, 56.43, 54.50
41, 0.4856, 56.40, 54.50
42, 0.4854, 56.40, 54.50
43, 0.4851, 56.40, 54.45
44, 0.4848, 56.37, 54.45
45, 0.4845, 56.40, 54.50
46, 0.4843, 56.43, 54.50
47, 0.4840, 56.43, 54.50
48, 0.4838, 56.43, 54.55
49, 0.4836, 56.46, 54.60
50, 0.4833, 56.51, 54.60
51, 0.4831, 56.51, 54.60
52, 0.4829, 56.51, 54.60
53, 0.4827, 56.57, 54.60
54, 0.4825, 56.60, 54.60
55, 0.4823, 56.60, 54.65
56, 0.4821, 56.60, 54.65
57, 0.4819, 56.66, 54.75
58, 0.4817, 56.63, 54.75
59, 0.4815, 56.66, 54.75
60, 0.4813, 56.66, 54.75
61, 0.4811, 56.63, 54.80
62, 0.4809, 56.60, 54.80
63, 0.4807, 56.60, 54.85
64, 0.4805, 56.60, 54.90
65, 0.4804, 56.60, 54.95
66, 0.4802, 56.60, 54.95
67, 0.4800, 56.60, 54.90
68, 0.4798, 56.63, 54.90
69, 0.4797, 56.63, 54.90
70, 0.4795, 56.63, 54.90
71, 0.4793, 56.63, 54.90
72, 0.4792, 56.66, 54.95
73, 0.4790, 56.69, 54.95
74, 0.4788, 56.66, 54.95
75, 0.4787, 56.71, 54.95
76, 0.4785, 56.77, 54.95
77, 0.4784, 56.77, 55.00
78, 0.4782, 56.80, 54.95
79, 0.4780, 56.77, 54.95
80, 0.4779, 56.77, 54.90
81, 0.4777, 56.77, 54.85
82, 0.4776, 56.83, 54.90
83, 0.4774, 56.83, 54.90
84, 0.4773, 56.86, 54.90
85, 0.4772, 56.91, 54.90
86, 0.4770, 56.91, 54.90
87, 0.4769, 57.00, 54.85
88, 0.4767, 57.00, 54.85
89, 0.4766, 57.00, 54.85
90, 0.4765, 57.00, 54.85
91, 0.4763, 57.00, 54.80
92, 0.4762, 56.97, 54.85
93, 0.4761, 56.97, 54.85
94, 0.4759, 56.97, 54.85
95, 0.4758, 56.94, 54.85
96, 0.4757, 56.94, 54.85
97, 0.4756, 56.97, 54.90
98, 0.4755, 56.97, 54.90
99, 0.4753, 56.97, 54.85
100, 0.4752, 56.97, 54.85

