
Network Parameters:
Training data: ./train.csv (3500 examples)
Testing data: ./test.csv (2000 examples)
Network structure: 64-5-10
Learning rate: 0.1
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.7157, 59.80, 59.90
2, 0.6306, 61.80, 61.95
3, 0.6209, 62.03, 62.10
4, 0.6177, 58.06, 56.85
5, 0.6153, 53.77, 51.75
6, 0.6119, 52.83, 51.10
7, 0.6083, 53.49, 51.60
8, 0.6024, 54.11, 52.80
9, 0.5976, 55.26, 53.70
10, 0.5943, 55.83, 54.60
11, 0.5920, 56.09, 54.85
12, 0.5903, 56.57, 55.20
13, 0.5872, 57.46, 56.95
14, 0.5797, 57.54, 57.15
15, 0.5753, 57.69, 57.15
16, 0.5730, 57.77, 57.20
17, 0.5714, 57.80, 57.25
18, 0.5702, 57.83, 57.30
19, 0.5692, 57.83, 57.40
20, 0.5683, 57.83, 57.45
21, 0.5676, 57.77, 57.50
22, 0.5669, 57.83, 57.55
23, 0.5663, 57.83, 57.55
24, 0.5657, 57.83, 57.45
25, 0.5652, 57.86, 57.45
26, 0.5647, 57.89, 57.50
27, 0.5643, 57.91, 57.50
28, 0.5639, 57.94, 57.45
29, 0.5634, 57.94, 57.35
30, 0.5630, 57.97, 57.35
31, 0.5627, 58.00, 57.30
32, 0.5623, 57.97, 57.30
33, 0.5619, 58.00, 57.30
34, 0.5616, 58.00, 57.25
35, 0.5613, 58.00, 57.20
36, 0.5610, 58.03, 57.15
37, 0.5607, 58.03, 57.15
38, 0.5605, 58.03, 57.05
39, 0.5602, 58.06, 57.00
40, 0.5600, 58.06, 56.95
41, 0.5598, 58.09, 56.95
42, 0.5595, 58.09, 56.95
43, 0.5593, 58.09, 56.90
44, 0.5591, 58.11, 56.90
45, 0.5589, 58.11, 56.90
46, 0.5588, 58.11, 56.95
47, 0.5586, 58.11, 56.95
48, 0.5584, 58.14, 56.95
49, 0.5582, 58.17, 56.95
50, 0.5581, 58.17, 56.95
51, 0.5579, 58.17, 56.90
52, 0.5578, 58.17, 56.90
53, 0.5576, 58.20, 56.85
54, 0.5575, 58.20, 56.90
55, 0.5573, 58.20, 56.90
56, 0.5572, 58.20, 56.90
57, 0.5571, 58.20, 56.95
58, 0.5569, 58.20, 56.95
59, 0.5568, 58.20, 56.95
60, 0.5567, 58.17, 56.95
61, 0.5566, 58.17, 57.00
62, 0.5565, 58.17, 57.00
63, 0.5563, 58.14, 57.00
64, 0.5562, 58.14, 57.00
65, 0.5561, 58.14, 57.00
66, 0.5560, 58.14, 57.00
67, 0.5559, 58.14, 57.00
68, 0.5558, 58.17, 57.00
69, 0.5557, 58.17, 57.00
70, 0.5556, 58.20, 57.00
71, 0.5555, 58.17, 57.00
72, 0.5554, 58.17, 57.00
73, 0.5553, 58.20, 57.00
74, 0.5552, 58.20, 57.00
75, 0.5551, 58.23, 57.00
76, 0.5551, 58.23, 57.00
77, 0.5550, 58.23, 56.95
78, 0.5549, 58.23, 56.95
79, 0.5548, 58.23, 56.95
80, 0.5547, 58.23, 56.95
81, 0.5546, 58.26, 56.95
82, 0.5546, 58.26, 56.95
83, 0.5545, 58.29, 56.95
84, 0.5544, 58.29, 56.95
85, 0.5543, 58.29, 56.95
86, 0.5542, 58.29, 56.90
87, 0.5542, 58.29, 56.90
88, 0.5541, 58.29, 56.90
89, 0.5540, 58.29, 56.90
90, 0.5540, 58.29, 56.90
91, 0.5539, 58.29, 56.90
92, 0.5538, 58.29, 56.90
93, 0.5538, 58.29, 56.90
94, 0.5537, 58.29, 56.90
95, 0.5536, 58.29, 56.90
96, 0.5536, 58.29, 56.90
97, 0.5535, 58.29, 56.90
98, 0.5534, 58.29, 56.85
99, 0.5534, 58.29, 56.80
100, 0.5533, 58.29, 56.80

