
Network Parameters:
Training data: ./train.csv (3500 examples)
Testing data: ./test.csv (2000 examples)
Network structure: 64-5-10
Learning rate: 0.05
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.9266, 21.94, 21.50
2, 0.8853, 33.66, 33.35
3, 0.8480, 37.94, 36.55
4, 0.7760, 45.69, 45.05
5, 0.6915, 53.74, 52.35
6, 0.6224, 57.00, 56.95
7, 0.5730, 62.86, 62.20
8, 0.5350, 68.31, 67.30
9, 0.5028, 73.43, 72.60
10, 0.4740, 76.57, 76.30
11, 0.4476, 78.54, 78.60
12, 0.4233, 79.83, 80.05
13, 0.4012, 81.06, 81.10
14, 0.3813, 81.83, 82.20
15, 0.3635, 82.60, 82.70
16, 0.3475, 83.37, 83.65
17, 0.3332, 84.29, 84.30
18, 0.3202, 84.51, 85.20
19, 0.3083, 85.23, 86.05
20, 0.2974, 85.80, 86.75
21, 0.2874, 86.37, 87.10
22, 0.2783, 86.89, 87.60
23, 0.2700, 87.11, 87.75
24, 0.2624, 87.34, 88.10
25, 0.2554, 87.66, 88.15
26, 0.2490, 87.97, 88.10
27, 0.2430, 88.20, 88.25
28, 0.2376, 88.43, 88.45
29, 0.2325, 88.66, 88.70
30, 0.2279, 88.91, 88.65
31, 0.2236, 89.20, 88.65
32, 0.2196, 89.37, 88.80
33, 0.2160, 89.43, 88.95
34, 0.2127, 89.51, 89.00
35, 0.2096, 89.57, 89.00
36, 0.2067, 89.57, 88.95
37, 0.2041, 89.66, 88.95
38, 0.2016, 89.60, 88.95
39, 0.1993, 89.66, 89.05
40, 0.1971, 89.71, 88.95
41, 0.1951, 89.77, 88.95
42, 0.1932, 89.77, 88.85
43, 0.1914, 89.91, 88.85
44, 0.1897, 90.00, 88.80
45, 0.1881, 89.97, 88.85
46, 0.1866, 90.00, 88.90
47, 0.1851, 90.00, 88.90
48, 0.1837, 90.00, 88.85
49, 0.1824, 89.97, 88.85
50, 0.1811, 90.03, 88.85
51, 0.1799, 90.09, 88.90
52, 0.1788, 90.17, 88.80
53, 0.1776, 90.20, 88.85
54, 0.1766, 90.34, 88.85
55, 0.1755, 90.43, 88.95
56, 0.1745, 90.46, 88.80
57, 0.1736, 90.43, 88.75
58, 0.1726, 90.40, 88.80
59, 0.1717, 90.46, 88.80
60, 0.1709, 90.46, 88.75
61, 0.1700, 90.49, 88.80
62, 0.1692, 90.54, 88.85
63, 0.1684, 90.63, 88.90
64, 0.1676, 90.77, 88.90
65, 0.1669, 90.89, 88.85
66, 0.1662, 90.94, 88.85
67, 0.1655, 90.97, 88.90
68, 0.1648, 91.06, 88.90
69, 0.1641, 91.09, 88.95
70, 0.1635, 91.11, 89.05
71, 0.1629, 91.11, 89.15
72, 0.1622, 91.14, 89.20
73, 0.1616, 91.17, 89.20
74, 0.1611, 91.20, 89.20
75, 0.1605, 91.23, 89.15
76, 0.1599, 91.26, 89.15
77, 0.1594, 91.26, 89.20
78, 0.1589, 91.23, 89.25
79, 0.1584, 91.29, 89.25
80, 0.1578, 91.31, 89.25
81, 0.1573, 91.29, 89.15
82, 0.1569, 91.29, 89.20
83, 0.1564, 91.31, 89.20
84, 0.1559, 91.40, 89.20
85, 0.1554, 91.37, 89.20
86, 0.1550, 91.37, 89.20
87, 0.1545, 91.34, 89.25
88, 0.1541, 91.37, 89.25
89, 0.1537, 91.31, 89.20
90, 0.1533, 91.34, 89.05
91, 0.1528, 91.31, 89.10
92, 0.1524, 91.31, 89.10
93, 0.1520, 91.31, 89.15
94, 0.1516, 91.37, 89.20
95, 0.1513, 91.46, 89.20
96, 0.1509, 91.46, 89.25
97, 0.1505, 91.46, 89.25
98, 0.1501, 91.49, 89.25
99, 0.1498, 91.49, 89.25
100, 0.1494, 91.43, 89.25

