
Network Parameters:
Training data: ./train.csv (3500 examples)
Testing data: ./test.csv (2000 examples)
Network structure: 64-15-10
Learning rate: 0.05
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.6617, 78.31, 78.85
2, 0.4395, 86.51, 85.95
3, 0.3449, 90.43, 90.10
4, 0.2911, 92.54, 91.45
5, 0.2555, 93.34, 92.35
6, 0.2314, 94.11, 92.50
7, 0.2160, 94.51, 92.75
8, 0.2059, 94.51, 92.80
9, 0.1985, 94.71, 92.90
10, 0.1928, 94.80, 93.00
11, 0.1881, 94.94, 92.90
12, 0.1842, 94.94, 92.75
13, 0.1809, 94.94, 92.75
14, 0.1780, 94.91, 92.80
15, 0.1754, 94.97, 92.75
16, 0.1731, 94.89, 92.65
17, 0.1710, 94.86, 92.65
18, 0.1692, 94.86, 92.55
19, 0.1674, 94.91, 92.70
20, 0.1658, 94.91, 92.65
21, 0.1643, 94.94, 92.55
22, 0.1628, 94.97, 92.55
23, 0.1614, 95.06, 92.55
24, 0.1600, 95.11, 92.60
25, 0.1586, 95.14, 92.60
26, 0.1572, 95.17, 92.55
27, 0.1559, 95.14, 92.60
28, 0.1547, 95.14, 92.60
29, 0.1535, 95.17, 92.55
30, 0.1523, 95.23, 92.55
31, 0.1511, 95.17, 92.55
32, 0.1499, 95.17, 92.50
33, 0.1487, 95.20, 92.45
34, 0.1475, 95.17, 92.45
35, 0.1463, 95.26, 92.40
36, 0.1452, 95.26, 92.40
37, 0.1442, 95.20, 92.45
38, 0.1432, 95.20, 92.55
39, 0.1422, 95.20, 92.50
40, 0.1414, 95.23, 92.45
41, 0.1405, 95.23, 92.35
42, 0.1397, 95.23, 92.45
43, 0.1389, 95.26, 92.30
44, 0.1382, 95.31, 92.30
45, 0.1375, 95.34, 92.35
46, 0.1368, 95.37, 92.40
47, 0.1361, 95.40, 92.35
48, 0.1355, 95.40, 92.35
49, 0.1348, 95.37, 92.35
50, 0.1342, 95.37, 92.25
51, 0.1336, 95.43, 92.30
52, 0.1331, 95.43, 92.30
53, 0.1325, 95.46, 92.35
54, 0.1320, 95.46, 92.35
55, 0.1315, 95.46, 92.40
56, 0.1310, 95.51, 92.45
57, 0.1305, 95.54, 92.50
58, 0.1300, 95.54, 92.50
59, 0.1296, 95.57, 92.55
60, 0.1291, 95.66, 92.45
61, 0.1287, 95.69, 92.45
62, 0.1282, 95.69, 92.45
63, 0.1278, 95.69, 92.40
64, 0.1274, 95.71, 92.35
65, 0.1270, 95.66, 92.35
66, 0.1266, 95.71, 92.35
67, 0.1262, 95.80, 92.35
68, 0.1259, 95.80, 92.30
69, 0.1255, 95.83, 92.35
70, 0.1251, 95.80, 92.40
71, 0.1248, 95.83, 92.35
72, 0.1244, 95.86, 92.35
73, 0.1241, 95.86, 92.35
74, 0.1237, 95.86, 92.30
75, 0.1234, 95.89, 92.25
76, 0.1231, 95.94, 92.30
77, 0.1227, 95.94, 92.30
78, 0.1224, 95.94, 92.30
79, 0.1221, 95.97, 92.30
80, 0.1218, 95.97, 92.30
81, 0.1215, 96.00, 92.30
82, 0.1212, 96.03, 92.30
83, 0.1209, 96.06, 92.25
84, 0.1206, 96.09, 92.25
85, 0.1203, 96.11, 92.25
86, 0.1200, 96.14, 92.25
87, 0.1197, 96.20, 92.25
88, 0.1194, 96.20, 92.20
89, 0.1191, 96.23, 92.25
90, 0.1188, 96.23, 92.30
91, 0.1185, 96.23, 92.30
92, 0.1182, 96.26, 92.25
93, 0.1179, 96.26, 92.20
94, 0.1176, 96.29, 92.15
95, 0.1174, 96.29, 92.15
96, 0.1171, 96.29, 92.15
97, 0.1168, 96.29, 92.15
98, 0.1165, 96.29, 92.15
99, 0.1163, 96.37, 92.10
100, 0.1160, 96.37, 92.10

