
Network Parameters:
Training data: ./train.csv (3500 examples)
Testing data: ./test.csv (2000 examples)
Network structure: 64-5-10
Learning rate: 1.0
Momentum rate: 0.0
Epochs: 100
Activation function: LOG

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.5599, 83.69, 81.60
2, 0.2651, 86.60, 83.65
3, 0.2208, 87.91, 84.90
4, 0.2017, 88.43, 85.90
5, 0.1888, 88.37, 85.70
6, 0.1833, 89.37, 85.95
7, 0.1807, 90.31, 86.45
8, 0.1786, 89.83, 86.30
9, 0.1728, 89.97, 86.30
10, 0.1717, 89.43, 85.65
11, 0.1681, 89.57, 85.75
12, 0.1706, 90.31, 86.00
13, 0.1670, 88.74, 85.05
14, 0.1644, 90.11, 86.30
15, 0.1653, 89.71, 85.70
16, 0.1611, 89.91, 86.85
17, 0.1629, 90.09, 85.80
18, 0.1565, 90.26, 85.75
19, 0.1584, 90.54, 86.40
20, 0.1569, 90.54, 86.55
21, 0.1626, 90.71, 85.90
22, 0.1601, 89.69, 85.90
23, 0.1558, 89.34, 85.75
24, 0.1528, 89.37, 85.95
25, 0.1535, 90.63, 86.50
26, 0.1521, 91.03, 87.30
27, 0.1496, 90.69, 87.10
28, 0.1540, 89.60, 85.55
29, 0.1528, 90.14, 86.45
30, 0.1543, 90.51, 87.30
31, 0.1532, 90.86, 87.55
32, 0.1522, 91.03, 87.45
33, 0.1487, 90.80, 87.10
34, 0.1523, 90.71, 87.70
35, 0.1485, 91.17, 87.30
36, 0.1470, 91.17, 87.70
37, 0.1472, 89.46, 86.50
38, 0.1448, 90.00, 87.15
39, 0.1460, 90.97, 87.25
40, 0.1480, 90.46, 86.90
41, 0.1446, 90.26, 86.55
42, 0.1425, 90.77, 87.30
43, 0.1454, 90.60, 86.50
44, 0.1460, 91.71, 87.15
45, 0.1400, 91.34, 87.10
46, 0.1415, 90.80, 87.05
47, 0.1438, 90.14, 86.60
48, 0.1436, 90.83, 86.75
49, 0.1442, 90.54, 86.80
50, 0.1391, 91.34, 87.40
51, 0.1438, 90.40, 86.90
52, 0.1414, 90.83, 86.60
53, 0.1403, 91.29, 87.35
54, 0.1401, 90.83, 86.85
55, 0.1461, 91.00, 87.55
56, 0.1433, 91.11, 87.30
57, 0.1382, 91.46, 87.05
58, 0.1427, 91.34, 87.10
59, 0.1362, 90.97, 86.90
60, 0.1421, 91.23, 86.95
61, 0.1347, 91.60, 87.15
62, 0.1343, 91.20, 86.95
63, 0.1391, 91.46, 86.95
64, 0.1365, 91.40, 86.95
65, 0.1358, 90.89, 86.70
66, 0.1375, 91.63, 86.85
67, 0.1324, 91.94, 87.05
68, 0.1369, 91.74, 87.10
69, 0.1360, 90.91, 86.15
70, 0.1340, 91.43, 86.45
71, 0.1347, 91.46, 86.80
72, 0.1323, 91.03, 86.40
73, 0.1443, 91.69, 86.60
74, 0.1345, 91.89, 87.45
75, 0.1338, 91.51, 87.00
76, 0.1361, 91.54, 87.20
77, 0.1319, 91.46, 86.45
78, 0.1374, 91.00, 86.20
79, 0.1342, 91.94, 86.90
80, 0.1369, 91.74, 86.90
81, 0.1360, 91.69, 87.05
82, 0.1325, 91.57, 86.15
83, 0.1338, 91.66, 86.60
84, 0.1297, 91.80, 86.80
85, 0.1339, 92.37, 86.75
86, 0.1325, 91.80, 86.55
87, 0.1364, 91.46, 86.45
88, 0.1361, 92.06, 86.65
89, 0.1296, 91.86, 86.85
90, 0.1317, 92.03, 86.90
91, 0.1319, 91.80, 86.75
92, 0.1316, 91.43, 86.70
93, 0.1325, 91.23, 86.15
94, 0.1309, 91.69, 86.95
95, 0.1339, 91.69, 86.60
96, 0.1348, 91.43, 86.25
97, 0.1304, 91.74, 86.35
98, 0.1274, 92.09, 86.85
99, 0.1331, 91.57, 87.15
100, 0.1297, 91.83, 87.00

