
Network Parameters:
Training data: ./train.csv (3500 examples)
Testing data: ./test.csv (2000 examples)
Network structure: 64-10-10
Learning rate: 0.05
Momentum rate: 0.0
Epochs: 100
Activation function: TANH

Epoch, MSE, Accuracy (Train), Accuracy (Test)
1, 0.6591, 83.77, 82.80
2, 0.4272, 87.91, 86.70
3, 0.3396, 89.46, 88.10
4, 0.3008, 90.46, 89.05
5, 0.2807, 90.83, 89.65
6, 0.2612, 91.31, 90.20
7, 0.2435, 91.80, 90.35
8, 0.2232, 92.09, 90.05
9, 0.2080, 92.37, 90.00
10, 0.1991, 92.69, 90.15
11, 0.1927, 92.80, 90.15
12, 0.1879, 92.80, 90.35
13, 0.1839, 92.77, 90.60
14, 0.1806, 92.89, 90.85
15, 0.1778, 92.89, 90.75
16, 0.1754, 93.00, 90.65
17, 0.1732, 92.94, 90.60
18, 0.1713, 92.94, 90.65
19, 0.1695, 92.86, 90.75
20, 0.1679, 92.83, 90.75
21, 0.1664, 92.80, 90.70
22, 0.1651, 92.86, 90.65
23, 0.1638, 92.91, 90.65
24, 0.1627, 92.94, 90.65
25, 0.1616, 93.03, 90.55
26, 0.1605, 93.09, 90.45
27, 0.1596, 93.11, 90.40
28, 0.1587, 93.11, 90.40
29, 0.1578, 93.09, 90.50
30, 0.1570, 93.09, 90.40
31, 0.1562, 93.09, 90.30
32, 0.1555, 93.17, 90.30
33, 0.1548, 93.23, 90.30
34, 0.1541, 93.29, 90.25
35, 0.1534, 93.29, 90.30
36, 0.1528, 93.31, 90.35
37, 0.1522, 93.34, 90.40
38, 0.1516, 93.37, 90.45
39, 0.1510, 93.34, 90.40
40, 0.1505, 93.34, 90.40
41, 0.1500, 93.37, 90.45
42, 0.1495, 93.37, 90.40
43, 0.1490, 93.37, 90.35
44, 0.1485, 93.40, 90.30
45, 0.1481, 93.37, 90.25
46, 0.1476, 93.37, 90.25
47, 0.1472, 93.37, 90.20
48, 0.1468, 93.46, 90.05
49, 0.1463, 93.46, 90.05
50, 0.1459, 93.49, 90.05
51, 0.1455, 93.49, 90.05
52, 0.1452, 93.51, 90.05
53, 0.1448, 93.51, 90.05
54, 0.1444, 93.51, 90.15
55, 0.1441, 93.57, 90.15
56, 0.1437, 93.60, 90.15
57, 0.1434, 93.63, 90.15
58, 0.1431, 93.60, 90.15
59, 0.1427, 93.60, 90.15
60, 0.1424, 93.60, 90.10
61, 0.1421, 93.60, 90.10
62, 0.1418, 93.57, 90.10
63, 0.1415, 93.54, 90.10
64, 0.1412, 93.57, 90.10
65, 0.1409, 93.57, 90.10
66, 0.1406, 93.57, 90.10
67, 0.1404, 93.57, 90.10
68, 0.1401, 93.57, 90.10
69, 0.1398, 93.54, 90.10
70, 0.1396, 93.57, 90.00
71, 0.1393, 93.57, 90.00
72, 0.1390, 93.57, 90.00
73, 0.1388, 93.60, 90.00
74, 0.1386, 93.60, 89.90
75, 0.1383, 93.63, 89.90
76, 0.1381, 93.66, 89.90
77, 0.1378, 93.69, 89.90
78, 0.1376, 93.69, 89.85
79, 0.1374, 93.69, 89.85
80, 0.1372, 93.71, 89.85
81, 0.1369, 93.71, 89.80
82, 0.1367, 93.69, 89.80
83, 0.1365, 93.69, 89.80
84, 0.1363, 93.69, 89.80
85, 0.1361, 93.71, 89.80
86, 0.1359, 93.71, 89.80
87, 0.1357, 93.74, 89.80
88, 0.1355, 93.77, 89.80
89, 0.1353, 93.77, 89.80
90, 0.1351, 93.80, 89.80
91, 0.1349, 93.83, 89.80
92, 0.1347, 93.86, 89.80
93, 0.1345, 93.86, 89.75
94, 0.1344, 93.89, 89.75
95, 0.1342, 93.91, 89.80
96, 0.1340, 93.91, 89.80
97, 0.1338, 93.91, 89.80
98, 0.1336, 93.91, 89.80
99, 0.1335, 93.91, 89.75
100, 0.1333, 93.91, 89.75

